region_id	region_name	region_ent_type	total_value	tile	asbestos	concrete	zink_aluminium_sheet	metal_sheet	cadjan_palmyrah_straw	other	not_relevant
LK-2154	Ganga Ihala Korale	dsd	31050	488	22726	2332	886	3482	1134	2	0
EC-19H	Bandarawela	pd	31025	2525	19673	3158	873	4778	13	4	1
LG-71047	Thalawa PS	lg	30899	8221	21137	616	182	297	426	18	2
LK-3124	Nagoda	dsd	30890	8860	19750	554	390	1036	292	8	0
LK-3142	Bope-Poddala	dsd	30888	6986	21050	2396	148	214	86	4	4
LK-3318	Angunakolapelessa	dsd	30744	18400	11126	666	18	358	166	8	2
EC-04J	Yatinuwara	pd	30659	2301	22440	4255	547	482	628	4	2
EC-07J	Habaraduwa	pd	30340	13125	15498	1187	54	280	186	6	4
LG-21045	Udapalatha PS	lg	30246	773	19086	2745	1495	3115	3023	5	4
LK-9133	Kalawana	dsd	30198	4282	23398	1040	230	632	604	10	2
LK-3324	Katuwana	dsd	30182	19500	9052	992	126	314	182	14	2
LK-3248	Dikwella	dsd	30146	16554	11838	1376	58	216	96	6	2
LK-3218	Akuressa	dsd	30130	13990	14420	1082	60	256	314	6	2
LK-7109	Medawachchiya	dsd	30112	6664	22310	524	208	166	216	22	2
EC-21G	Kalawana	pd	29970	4896	21514	814	212	1243	1272	18	1
EC-13C	Kalmunai	pd	29960	16631	1440	11444	133	115	148	45	4
LG-52011	Kalmunai MC	lg	29960	16631	1440	11444	133	115	148	45	4
EC-06D	Walapane	pd	29929	2709	16302	2119	2393	5406	958	38	4
LG-23035	Walapane PS	lg	29929	2709	16302	2119	2393	5406	958	38	4
LK-1336	Palindanuwara	dsd	29836	10040	17534	618	148	428	1052	14	2
LG-12038	Kelaniya PS	lg	29689	2147	23587	3229	174	304	239	1	8
EC-15K	Polgahawela	pd	29674	16216	11098	1133	273	672	272	8	2
LG-61044	Polgahawela PS	lg	29674	16216	11098	1133	273	672	272	8	2
EC-15F	Panduwasnuwara	pd	29611	22908	4996	434	352	508	389	22	2
LG-61042	Panduwasnuwara PS	lg	29611	22908	4996	434	352	508	389	22	2
LK-3221	Welipitiya	dsd	29600	15424	12154	1442	64	254	260	2	0
LK-9151	Kolonna	dsd	29546	12558	13594	1280	80	1434	600	0	0
LG-51011	Koralai Pattu PS	lg	29455	23277	1226	3642	392	427	337	107	47
EC-08D	Kamburupitiya	pd	29344	15498	12252	1226	41	225	90	7	5
LK-6239	Mahawewa	dsd	29324	25572	1964	272	322	772	396	18	8
LK-6236	Madampe	dsd	29252	25222	2014	382	554	836	234	10	0
EC-09B	Beliatta	pd	29223	17426	10510	906	39	192	142	8	0
LK-3203	Pitabaddara	dsd	29212	13750	13154	1228	198	556	324	2	0
LG-32042	Weligama PS	lg	29144	15173	11544	1900	58	238	226	5	0
LK-3212	Mulatiyana	dsd	29100	16656	11110	1074	16	140	104	0	0
LK-4203	Mannar Town	dsd	29098	24040	3270	552	188	108	346	578	16
LK-7127	Galenbidunuwewa	dsd	28742	9074	18864	534	48	116	100	2	4
LK-3303	Sooriyawewa	dsd	28730	13786	13200	960	56	344	354	26	4
EC-19G	Welimada	pd	28668	4007	18983	2397	931	2336	0	10	4
LG-81044	Welimada  PS	lg	28668	4007	18983	2397	931	2336	0	10	4
LK-2142	Doluwa	dsd	28472	556	19308	2070	1434	2070	3034	0	0
LK-3127	Baddegama	dsd	28446	9524	17470	758	84	350	232	26	2
EC-22H	Ruwanwella	pd	28446	6681	18189	1275	278	1066	944	8	5
EC-07C	Karandeniya	pd	28420	7320	20110	680	29	114	158	6	3
EC-04H	Senkadagala	pd	28379	1197	20239	5438	771	296	433	2	3
EC-07B	Ambalangoda	pd	28280	7227	19286	1328	128	131	159	21	0
LK-5321	Kantale	dsd	28256	6746	19828	734	182	336	404	20	6
EC-05B	Laggala	pd	28205	4653	20631	894	375	1166	483	2	1
EC-08E	Devinuwara	pd	28171	14998	11691	1160	36	191	88	5	2
LK-7218	Elahera	dsd	28094	5330	21316	492	110	480	358	6	2
EC-06B	Kothmale	pd	27972	266	17467	1486	2224	5939	568	16	6
LG-23033	Kothmale PS	lg	27972	266	17467	1486	2224	5939	568	16	6
EC-01I	Kotte	pd	27833	1754	21082	4293	328	144	223	6	3
LG-11014	Sri Jayawardanapura Kotte MC	lg	27833	1754	21082	4293	328	144	223	6	3
LK-8233	Sevanagala	dsd	27756	12596	13464	878	58	304	418	36	2
LK-4109	Valikamam South West (Sandilipay)	dsd	27642	13338	12872	454	552	258	134	14	20
LG-91040	Nivithigala PS	lg	27426	4274	19507	629	209	1814	980	13	0
EC-22G	Yatiyanthota	pd	27351	3958	17442	903	634	2456	1941	15	2
LK-3103	Bentota	dsd	27322	11894	14430	638	42	230	86	2	0
LK-8203	Bibile	dsd	27290	10228	15248	486	264	576	474	14	0
EC-07G	Ratgama	pd	27280	11968	13842	1218	33	122	86	11	0
LK-3321	Weeraketiya	dsd	27220	17340	8730	654	36	252	194	14	0
LG-62033	Chilaw PS	lg	27184	21914	2806	595	561	724	521	60	3
LK-8118	Passara	dsd	27000	1552	15916	990	600	7934	0	4	4
EC-17F	Mihinthale	pd	26997	7290	18552	557	146	231	216	5	0
LK-5224	Kalmunai	dsd	26962	14240	908	11456	104	88	128	34	4
LG-61041	Nikaweratiya PS	lg	26867	18597	6718	405	256	480	363	48	0
LK-3325	Walasmulla	dsd	26854	17410	8112	930	24	164	210	2	2
EC-15N	Dodangaslanda	pd	26848	11915	11790	1637	374	801	324	4	3
LG-61046	Rideegama PS	lg	26848	11915	11790	1637	374	801	324	4	3
LG-21011	Kandy MC/ Pathadumbara PS	lg	26771	1090	18349	5904	764	308	350	3	3
LK-3151	Imaduwa	dsd	26682	11516	13860	836	38	242	180	6	4
LK-3148	Yakkalamulla	dsd	26656	8178	17042	534	260	296	338	6	2
LK-8139	Haputale	dsd	26560	1378	14930	2190	1510	6528	18	4	2
LK-7145	Thambuththegama	dsd	26542	7368	17654	696	172	290	348	10	4
EC-22C	Kegalle	pd	26532	9348	13863	1876	331	503	606	1	4
LG-61039	Maho PS	lg	26526	14766	10030	545	295	426	407	54	3
LK-8218	Badalkumbura	dsd	26438	7168	15878	738	128	1574	940	10	2
LK-5233	Addalaichenai	dsd	26356	16548	2588	6084	332	382	262	136	24
LG-45031	Karachchi PS	lg	26346	16881	6190	401	939	1097	642	189	7
LK-5215	Ampara	dsd	26344	2852	20496	1148	256	972	614	6	0
LK-4115	Valikamam South (Uduvil)	dsd	26216	13468	11706	416	330	116	110	64	6
LK-3245	Devinuwara	dsd	26196	13442	11544	944	14	166	80	4	2
EC-07H	Galle	pd	26173	5416	17097	3219	107	205	123	0	6
LK-8136	Ella	dsd	26104	2502	15236	2390	1144	4824	2	6	0
LG-61033	Galgamuwa PS	lg	26085	12350	12316	530	152	451	265	20	1
EC-22I	Deraniyagala	pd	26054	2532	18345	572	813	1869	1912	8	3
EC-19E	Hali Ela	pd	25945	1482	17751	1344	475	4890	0	3	0
LG-81035	Hali-Ela  PS	lg	25945	1482	17751	1344	475	4890	0	3	0
LK-9233	Deraniyagala	dsd	25944	2614	17792	556	968	2004	1998	12	0
EC-06C	Hanguranketha	pd	25932	3046	17365	2221	969	2027	288	14	2
LG-23032	Hanguranketha PS	lg	25932	3046	17365	2221	969	2027	288	14	2
LG-13037	Kalutara PS	lg	25905	6558	17838	1092	62	158	185	9	3
LK-5124	Kattankudy	dsd	25798	20280	650	4370	238	112	104	16	28
LK-6133	Ganewatta	dsd	25796	14376	9276	614	366	544	584	34	2
LK-9224	Bulathkohipitiya	dsd	25790	5952	15106	686	700	1436	1894	14	2
LK-6224	Anamaduwa	dsd	25782	18854	5480	208	356	306	466	110	2
LG-33039	Weeraketiya PS	lg	25776	16317	8309	717	39	200	183	10	1
LG-62031	Anamaduwa PS	lg	25675	19190	4646	200	391	542	553	144	9
LK-6121	Nikaweratiya	dsd	25504	16484	7434	554	244	454	314	20	0
LG-21033	Harispattuwa PS	lg	25408	1572	18036	4414	511	450	416	1	8
LG-91041	Pelmadulla PS	lg	25397	4075	17310	1097	368	1271	1270	3	3
EC-01F	Dehiwala	pd	25382	1390	15050	8786	81	38	27	6	4
LG-61045	Polpithigama PS	lg	25354	12638	10190	529	343	867	668	118	1
EC-04G	Hewaheta	pd	25343	3139	15923	3057	781	1300	1139	1	3
LG-21041	Pathhewaheta PS	lg	25343	3139	15923	3057	781	1300	1139	1	3
LK-6230	Arachchikattuwa	dsd	25322	20780	2520	312	280	570	718	136	6
LG-81038	Mahiyanganaya PS	lg	25173	6656	16629	901	363	217	398	7	2
LG-21047	Yatinuwara PS	lg	25086	1912	18369	3381	432	441	545	4	2
LK-2315	Ambagamuwa Korale	dsd	25030	258	19724	1170	678	2842	330	28	0
EC-01G	Ratmalana	pd	25005	1249	18467	5025	83	158	20	3	0
LK-7121	Kahatagasdigiliya	dsd	24966	10246	13974	422	80	162	76	2	4
LK-9139	Kahawattha	dsd	24716	4686	14960	1070	186	1250	2556	8	0
LK-7160	Ipalogama	dsd	24676	7074	16408	458	126	296	306	8	0
LK-8209	Medagama	dsd	24632	10728	12536	620	112	430	200	6	0
EC-22D	Rambukkana	pd	24601	11031	11183	1300	194	598	289	6	0
LG-92037	Rambukkana PS	lg	24601	11031	11183	1300	194	598	289	6	0
LK-4127	Vadamaradchi North (Point Pedro)	dsd	24506	15292	8048	440	424	102	158	34	8
LK-2310	Nildandahinna	dsd	24464	3272	12834	1134	2888	3504	790	38	4
LG-72031	Dimbulagala PS	lg	24257	3741	19041	354	261	541	309	10	0
EC-19I	Haputale	pd	24250	1652	13316	1480	1107	6657	24	11	3
LK-6151	Maspotha	dsd	24188	10112	11834	1310	326	382	214	10	0
LK-5236	Akkaraipattu	dsd	24104	14556	1880	7026	254	102	100	186	0
EC-22B	Galigamuwa	pd	24032	10077	11400	958	311	474	808	3	1
LK-4112	Valikamam North (Thllippalai)	dsd	23864	15864	6638	230	584	352	128	42	26
LK-3227	Kaburupitiya	dsd	23654	12440	9996	960	30	142	76	6	4
LG-31031	Akmeemana PS	lg	23381	6299	15319	1145	182	248	184	2	2
LK-6139	Kobeigane	dsd	23378	17158	4798	252	370	314	464	22	0
LG-82039	Thanamalvila PS	lg	23346	10547	11432	656	62	307	317	24	1
LG-13038	Mathugama PS	lg	23326	6668	15026	625	207	251	541	6	2
LK-6149	Bamunakotuwa	dsd	23318	14590	6896	648	388	416	370	8	2
EC-01D	Colombo East	pd	23283	857	13974	8172	149	46	80	3	2
LG-92032	Dehiovita PS	lg	23238	2522	16951	863	419	1195	1279	6	3
LG-71037	Kekirawa PS	lg	23227	4775	17164	742	113	252	175	5	1
LK-4106	Valikamam West (Chankanai)	dsd	23136	12178	9684	190	374	294	328	70	18
LK-4136	Jaffna	dsd	23044	7394	14056	1144	238	106	48	46	12
LK-5242	Damana	dsd	22956	5614	14796	406	212	1162	760	6	0
LK-5248	Pottuvil	dsd	22932	16854	1944	3108	244	302	316	132	32
LK-7130	Mihinthale	dsd	22838	3880	17776	760	132	138	146	6	0
LK-7118	Rambewa	dsd	22764	6580	15434	338	106	170	130	6	0
LK-5133	Porativu Pattu	dsd	22756	17896	1864	1110	730	240	624	276	16
LK-7163	Galnewa	dsd	22744	6984	14588	414	106	260	374	18	0
LK-7209	Lankapura	dsd	22728	4884	16552	690	132	284	174	12	0
LK-2302	Kothmale West	dsd	22720	258	16684	1250	792	3520	200	12	4
EC-04D	Ududumbara	pd	22672	5054	15594	1074	256	511	178	5	0
EC-19F	Uva Paranagama	pd	22605	3836	14492	1221	683	2340	19	13	1
LG-81043	Uva Paranagama  PS	lg	22605	3836	14492	1221	683	2340	19	13	1
LG-91044	Godakawela PS	lg	22586	7338	11812	1026	368	645	1394	2	1
LK-4121	Vadamaradchchi South-West (Karaveddy)	dsd	22390	12920	8672	318	170	194	72	38	6
EC-19C	Passara	pd	22385	1206	12850	646	520	7155	0	5	3
LK-7124	Horowpathana	dsd	22380	9922	11686	380	92	148	148	2	2
LG-33031	Ambalantota PS	lg	22250	12349	8762	601	25	276	231	6	0
LG-22033	Galewela PS	lg	22154	6541	13148	1064	216	626	534	24	1
LG-31033	Baddegama PS	lg	22131	7052	13965	530	102	275	192	14	1
LK-7166	Palagala	dsd	22122	7638	13018	528	154	482	292	10	0
LG-92035	Kegalle PS	lg	22094	8340	11155	1299	248	472	575	1	4
LG-33035	Katuwana PS	lg	22016	14356	6536	713	63	186	154	7	1
LK-7210	Welikanda	dsd	22010	5382	15584	298	178	376	174	8	10
LK-8142	Haldummulla	dsd	21940	1926	11702	770	704	6786	30	18	4
LG-31011	Galle MC	lg	21893	4117	14612	2802	105	153	101	0	3
LK-5306	Kuchchaweli	dsd	21610	13594	6440	454	396	188	238	240	60
LK-9127	Elapatha	dsd	21568	4036	15542	388	64	882	648	8	0
LK-2103	Tumpane	dsd	21548	4084	13674	2434	360	564	422	6	4
LG-71041	Nuwaragam Palatha Central PS	lg	21533	4839	15679	314	166	269	250	15	1
EC-19D	Badulla	pd	21528	399	15108	2680	837	2494	0	9	1
LK-3137	Rathgama	dsd	21502	9352	11138	764	24	110	110	4	0
LG-32035	Kamburupitiya PS	lg	21495	11028	9203	992	33	162	67	5	5
LK-6166	Weerabugedara	dsd	21460	13232	6782	520	218	420	282	6	0
LG-82040	Wellawaya PS	lg	21409	6649	12582	881	52	324	895	21	5
LK-7142	Rajanganaya	dsd	21354	10430	10062	314	130	176	206	32	4
LK-4409	Puthukkudiyiruppu	dsd	21334	16882	1608	324	472	1284	468	230	66
LG-32011	Matara MC	lg	21203	8287	10036	2639	28	115	94	2	2
LK-9145	Weligepola	dsd	21196	9860	10156	470	58	376	266	10	0
LG-92034	Galigamuwa PS	lg	21095	9213	9706	870	266	383	655	1	1
LG-33038	Thissamaharama PS	lg	20935	10792	9143	606	37	178	136	43	0
LK-1333	Agalawatta	dsd	20850	7638	12342	472	30	212	152	2	2
LK-6103	Giribawa	dsd	20792	11364	8462	280	134	220	288	40	4
LK-3306	Lunugamwehera	dsd	20762	9758	9924	492	30	332	210	16	0
LK-4415	Maritimepattu	dsd	20727	16375	2068	380	296	1122	294	184	8
LK-1315	Madurawala	dsd	20724	5088	13920	504	132	708	368	2	2
LK-3115	Niyagama	dsd	20660	5670	14492	322	68	60	46	0	2
EC-10D	Manipay	pd	20660	9949	9797	377	331	91	76	33	6
LK-8206	Madulla	dsd	20618	12340	7382	366	54	422	46	6	2
EC-19B	Viyaluwa	pd	20587	2686	14889	644	436	1836	93	3	0
EC-10E	Kopay	pd	20583	9034	10222	411	317	183	160	219	37
LG-41011	Jaffna MC	lg	20576	8235	11083	941	166	70	43	28	10
LG-43033	Vavuniya South (Tamil) PS	lg	20538	8444	8880	766	1198	497	571	179	3
LG-72035	Medirigiriya PS	lg	20510	4020	15457	444	90	297	188	14	0
LK-5127	Manmunai Pattu	dsd	20508	17620	688	1282	324	224	254	98	18
LK-3224	Malimbada	dsd	20412	10460	8616	1052	36	158	82	6	2
LG-91034	Eheliyagoda PS	lg	20297	1909	16623	725	87	274	671	7	1
LG-72033	Hingurakgoda PS	lg	20141	3254	15512	542	134	371	320	6	2
LG-31039	Rajgama PS	lg	19894	9016	10026	659	25	88	74	6	0
LG-31040	Karandeniya PS	lg	19823	4736	14449	501	16	46	67	5	3
EC-22F	Aranayaka	pd	19811	7403	9904	1333	234	463	470	3	1
LG-92031	Aranayaka  PS	lg	19811	7403	9904	1333	234	463	470	3	1
LG-61040	Mawathagama PS	lg	19764	7768	9792	1288	224	371	313	5	3
LG-31036	Bope_Poddala PS	lg	19724	4792	13010	1615	76	159	65	2	5
LG-61032	Bingiriya PS	lg	19673	15914	2272	143	395	430	482	36	1
LG-33037	Tangalle PS	lg	19670	11570	7225	570	24	144	120	16	1
LK-2227	Wilgamuwa	dsd	19626	4318	14096	322	144	726	20	0	0
LG-21040	Pathadumbara PS	lg	19573	863	13861	3852	375	420	198	4	0
EC-04A	Galagedara	pd	19410	4656	11753	1813	286	605	290	5	2
LG-21043	Thumpane PS	lg	19410	4656	11753	1813	286	605	290	5	2
LG-41037	Valikamam East PS	lg	19402	8424	9700	402	300	174	146	219	37
LG-52043	Sammanthurai PS	lg	19400	10473	1777	6419	295	222	202	10	2
LG-53036	Muttur PS	lg	19400	8944	8158	550	461	446	638	137	66
LK-3236	Thihagoda	dsd	19336	9616	8410	1024	36	182	58	4	6
LG-31037	Elpitiya PS	lg	19310	4587	13866	413	48	80	315	1	0
LK-5121	Manmunai West	dsd	19294	15740	652	278	776	748	902	198	0
LK-9109	Kiriella	dsd	19212	2462	15042	546	72	600	490	0	0
LG-12023	Katunayaka- Seeduwa UC/Katana PS	lg	19189	6340	10781	1428	519	64	54	2	1
LG-71011	Anuradhapura MC/ Nuwaragam Palatha Central PS	lg	19051	1126	16405	1215	164	54	85	1	1
LG-61031	Alawwa PS	lg	19020	11097	6460	424	251	555	226	6	1
LK-3118	Thawalama	dsd	18936	7448	10552	454	164	228	84	6	0
LK-8230	Thanamalwila	dsd	18936	8498	9400	434	66	310	216	12	0
EC-10H	Chavakachcheri	pd	18897	10554	7445	191	321	163	141	79	3
LG-22039	Ukuwela PS	lg	18838	1037	12796	2610	535	902	955	1	2
LG-62032	Arachchikattuwa PS	lg	18810	15621	1724	199	191	368	551	152	4
LK-6148	Panduwasnuwara East	dsd	18788	14986	2834	186	216	272	276	18	0
LK-2307	Mathurata	dsd	18750	2060	12068	1426	622	2356	212	6	0
LG-91043	Weligepola PS	lg	18700	7874	9223	543	82	538	431	9	0
EC-07A	Balapitiya	pd	18692	6363	11392	663	67	116	87	4	0
LG-31034	Balapitiya PS	lg	18692	6363	11392	663	67	116	87	4	0
LG-13034	Bulathsinhala PS	lg	18669	5124	11932	341	356	669	240	4	3
LK-5318	Thambalagamuwa	dsd	18648	11626	6078	490	210	96	132	16	0
EC-10I	Nallur	pd	18614	9540	8114	664	170	32	68	18	8
LG-13035	Dodangoda PS	lg	18525	4330	12423	618	66	789	288	5	6
LG-91042	Ratnapura PS	lg	18454	1933	12629	573	95	2373	839	6	6
LG-52034	Dehiattakandiya PS	lg	18437	2204	14918	492	140	304	374	3	2
LG-92038	Ruwanwella  PS	lg	18290	5384	10687	706	188	738	578	4	5
LK-3135	Madampagama	dsd	18286	8680	8914	554	26	66	38	8	0
LK-3230	Hakmana	dsd	18254	10106	7124	762	18	186	58	0	0
LG-23031	Ambagamuwa PS	lg	18200	762	12448	750	872	3129	218	21	0
LG-32040	Pasgoda PS	lg	18139	8564	8082	945	73	379	93	1	2
LK-2212	Pallepola	dsd	18138	4554	11782	904	278	502	116	2	0
LG-31032	Ambalangoda PS	lg	18118	4618	12447	784	108	81	74	6	0
LK-3215	Athuraliya	dsd	18040	9618	7544	532	30	198	118	0	0
EC-04E	Teldeniya	pd	17917	1950	10769	1711	692	1824	971	0	0
EC-01C	Borella	pd	17866	691	10497	6183	241	122	126	2	4
LG-13011	Kalutara MC	lg	17817	3101	12573	1930	111	42	56	1	3
LG-12012	Gampaha MC	lg	17802	6074	10257	1245	117	52	54	2	1
LK-7151	Thirappane	dsd	17794	5648	11478	296	118	158	92	4	0
LG-82038	Siyambalanduwa PS	lg	17784	8550	8238	299	49	389	252	6	1
LK-2215	Yatawatta	dsd	17772	4146	11178	1004	238	1100	100	6	0
LK-8119	Lunugala	dsd	17770	860	9784	302	440	6376	0	6	2
LG-32036	Kotapola PS	lg	17734	4543	10548	744	131	877	886	5	0
LK-9130	Ayagama	dsd	17694	3204	11934	364	102	966	1106	18	0
LK-2209	Naula	dsd	17668	3132	12942	728	192	380	290	4	0
LG-21036	Medadumbara PS	lg	17665	1909	10609	1691	680	1809	967	0	0
LG-82033	Buttala PS	lg	17488	6472	9780	441	30	466	292	6	1
LK-5230	Nintavur	dsd	17458	14038	798	2330	76	88	96	32	0
LK-2148	Deltota	dsd	17450	1082	10472	2456	416	1326	1696	0	2
LG-92040	Yatiyanthota PS	lg	17393	1846	11583	648	329	1829	1147	10	1
LK-5221	Kalmunai North	dsd	17350	12920	492	3556	118	102	142	18	2
LG-52045	Uhana PS	lg	17326	2955	12639	298	130	709	585	9	1
LG-91036	Imbulpe PS	lg	17275	1814	13193	555	81	659	964	8	1
LK-2134	Hatharaliyadda	dsd	17272	5228	9832	1192	212	646	158	4	0
LG-81041	Rideemaliyadda PS	lg	17251	6670	9807	239	100	419	7	7	2
LK-3130	Welivitiya-Divitura	dsd	17194	5168	11322	358	26	136	182	2	0
LG-11025	Boralesgamuwa UC	lg	17094	899	12775	3292	71	32	19	5	1
LK-5110	Koralai Pattu South	dsd	17056	13174	590	668	450	538	890	746	0
LG-61049	Narammala PS	lg	17026	11232	4447	469	257	371	245	5	0
LG-31038	Habaraduwa PS	lg	16999	7367	8568	769	35	159	96	3	2
LK-5104	Koralai Pattu Central	dsd	16962	13148	1172	2084	182	82	180	92	22
LK-3121	Neluwa	dsd	16858	5580	10652	418	48	88	72	0	0
LG-23037	Noorwood PS	lg	16697	2416	8124	614	3591	1819	89	35	9
LK-5245	Tirukkovil	dsd	16676	13194	1258	1322	316	142	220	148	76
EC-10B	Vaddukoddai	pd	16633	9399	6292	126	264	276	212	47	17
LK-5109	Koralai Pattu	dsd	16626	13802	550	874	320	214	604	236	26
LG-51038	Manmunai South & Eruvil Pattu PS	lg	16572	13698	401	1621	323	162	291	62	14
LK-6227	Pallama	dsd	16526	13802	1414	112	212	258	552	172	4
LG-33033	Beliatta PS	lg	16473	9475	6193	571	23	139	70	2	0
LK-6109	Ehetuwewa	dsd	16454	8498	7296	264	54	214	112	16	0
LK-7136	Nachchaduwa	dsd	16360	2608	12988	456	62	112	126	6	2
LK-9121	Opanayake	dsd	16204	5888	8290	616	106	700	596	8	0
LG-62038	Puttalam PS	lg	16165	11346	2956	232	607	323	482	216	3
EC-01E	Colombo West	pd	16155	701	7109	8122	158	25	33	1	6
LG-23038	Agarapathana PS	lg	16070	896	7816	542	3352	2968	339	146	11
LG-21037	Minipe PS	lg	15952	4106	10869	568	131	276	1	1	0
LG-71040	Nochchiyagama PS	lg	15943	6269	9109	219	113	113	111	8	1
LG-82037	Moneragala PS	lg	15888	5385	8356	606	219	593	723	3	3
LK-6209	Karuwalagaswewa	dsd	15882	8174	6606	90	190	342	390	90	0
LK-3128	Wanduramba	dsd	15816	4580	10460	302	120	200	152	2	0
LG-61048	Udubaddawa PS	lg	15815	13561	1440	164	186	263	188	12	1
LG-13040	Walallawita PS	lg	15809	5815	9319	221	42	127	280	5	0
LG-71042	Nuwaragam Palatha East PS	lg	15747	1767	13339	386	71	74	100	7	3
LG-44043	Puthukudiyiruppu PS	lg	15745	12171	1591	194	334	912	336	172	35
LG-91033	Balangoda PS	lg	15695	2572	11292	351	119	926	435	0	0
LG-13043	Millaniya PS	lg	15648	5028	9750	400	64	359	41	4	2
LG-21042	Pujapitiya PS	lg	15610	1383	9844	3282	339	334	428	0	0
LK-5225	Sainthamaruthu	dsd	15608	6102	1480	7876	44	40	26	38	2
LG-22038	Rattota PS	lg	15594	717	10238	1025	690	2019	897	4	4
LG-21031	Akurana PS	lg	15564	333	6947	7290	311	288	391	3	1
LG-21032	Ganga Ihala Korale	lg	15525	244	11363	1166	443	1741	567	1	0
LK-5103	Koralai Pattu North	dsd	15516	12296	434	72	522	614	1014	380	184
LK-5130	Manmunai South West	dsd	15490	12370	1094	612	538	220	434	186	36
LG-11021	Kolonnawa UC	lg	15466	374	9772	4571	204	169	308	10	58
LG-91011	Ratnapura MC/ Ratnapura PS	lg	15448	705	12772	1221	174	313	261	2	0
LG-31041	Nagoda PS	lg	15445	4430	9875	277	195	518	146	4	0
LG-22032	Dambulla PS	lg	15443	2379	11945	319	133	412	241	13	1
LK-6112	Ambanpola	dsd	15412	8030	6450	270	138	294	214	16	0
LG-33032	Angunakolapelessa PS	lg	15372	9200	5563	333	9	179	83	4	1
LG-72038	Polonnaruwa PS	lg	15300	2596	11315	514	465	229	169	12	0
LK-7106	Kebithigollewa	dsd	15250	5012	9774	108	76	168	112	0	0
LG-91037	Kalawana PS	lg	15099	2141	11699	520	115	316	302	5	1
LG-32033	Dickwella PS	lg	15073	8277	5919	688	29	108	48	3	1
LG-32031	Akuressa PS	lg	15065	6995	7210	541	30	128	157	3	1
LG-71038	Medawachchiya PS	lg	15056	3332	11155	262	104	83	108	11	1
LG-13042	Palindanuwara PS	lg	14918	5020	8767	309	74	214	526	7	1
LK-8112	Kandeketiya	dsd	14820	2610	11034	442	196	386	148	4	0
LG-91038	Kolonna PS	lg	14773	6279	6797	640	40	717	300	0	0
LK-3136	Hikkaduwa	dsd	14772	5904	7632	1118	16	68	24	10	0
LG-21034	Kandy Four Graverts &Gangawata Korale PS	lg	14663	724	10733	2460	372	107	265	2	0
LG-32043	Pitadeddara PS	lg	14606	6875	6577	614	99	278	162	1	0
EC-10C	Kankesanthurai	pd	14585	9545	4209	143	335	238	80	22	13
LG-32039	Mulatiyana PS	lg	14550	8328	5555	537	8	70	52	0	0
LK-2115	Panvila	dsd	14406	224	7220	646	1110	2468	2738	0	0
LK-5106	Koralai Pattu West	dsd	14400	11414	544	2052	84	74	182	48	2
LK-6118	Rasnayakapura	dsd	14384	10724	2840	162	166	230	212	50	0
LG-71031	Galenbindunuwewa PS	lg	14371	4537	9432	267	24	58	50	1	2
LG-33040	Sooriyawewa PS	lg	14365	6893	6600	480	28	172	177	13	2
LK-7103	Padaviya	dsd	14328	3700	9500	214	292	292	316	14	0
LG-41031	Chavakachcheri PS	lg	14280	7703	5871	103	253	147	131	71	1
LG-51034	Koralai Pattu PS	lg	14264	11187	487	1308	257	181	439	394	11
LK-7112	Mahawilachchiya	dsd	14162	4204	9388	74	116	188	172	20	0
LG-23034	Nuwara Eliya PS	lg	14144	558	6990	966	2256	2761	600	9	4
LG-53032	Kanthale PS	lg	14128	3373	9914	367	91	168	202	10	3
LK-4312	Vengalacheddikulam	dsd	14092	9478	3536	150	612	210	82	24	0
LG-72032	Elahera PS	lg	14047	2665	10658	246	55	240	179	3	1
LK-5239	Alayadivembu	dsd	14034	8814	2466	2052	294	138	192	78	0
EC-10G	Point Pedro	pd	13991	9741	3589	113	215	118	159	40	16
LK-5209	Mahaoya	dsd	13936	5610	7010	162	138	490	506	20	0
LK-6115	Kotawehera	dsd	13846	9986	3162	94	102	276	200	26	0
LG-41040	Valikamam South West PS	lg	13821	6669	6436	227	276	129	67	7	10
LK-4506	Kandavalai	dsd	13716	9344	2674	144	414	586	378	176	0
LG-31035	Benthota PS	lg	13661	5947	7215	319	21	115	43	1	0
LG-82032	Bibila PS	lg	13645	5114	7624	243	132	288	237	7	0
LG-53011	Trincomalee MC	lg	13594	1821	9311	2060	161	100	121	16	4
LK-8115	Soranathota	dsd	13562	1182	9420	476	500	1984	0	0	0
LG-81040	Passara PS	lg	13500	776	7958	495	300	3967	0	2	2
LK-3134	Gonapinuwala	dsd	13498	4036	8452	664	198	52	90	6	0
LK-2118	Ududumbara	dsd	13440	1896	9450	1012	250	470	354	8	0
EC-10F	Udupiddy	pd	13407	7691	5144	278	132	98	45	16	3
LK-5115	Eravur Town	dsd	13395	9167	317	3511	159	82	117	30	12
LG-31046	Imaduwa PS	lg	13341	5758	6930	418	19	121	90	3	2
LG-31045	Yakkalamulla PS	lg	13328	4089	8521	267	130	148	169	3	1
LG-82031	Badalkumbura PS	lg	13219	3584	7939	369	64	787	470	5	1
LK-6221	Mahakumbukkadawala	dsd	13198	9044	2846	98	240	618	278	62	12
