region_id	region_name	region_ent_type	total_value	electricity_grid	kerosene_lamp	solar_grid	solar_standalone	bio_gas	generator	other
LK-3236005	Pahala Vitiyala West	gnd	265	264	1	0	0	0	0	0
LK-3236170	Nadugala 2	gnd	265	258	0	7	0	0	0	0
LK-3239165	Henwala West	gnd	265	256	8	0	0	0	0	1
LK-3318050	Debokkawa North	gnd	265	258	1	0	0	0	0	6
LK-3330060	Dammulla East	gnd	265	262	1	0	0	0	0	2
LK-3333065	Pattiyapola South	gnd	265	262	3	0	0	0	0	0
LK-4118135	Iddaikkadu	gnd	265	260	3	0	2	0	0	0
LK-4212140	Parikarikandal	gnd	265	257	6	0	0	0	0	2
LK-4503090	Vempodukeny	gnd	265	261	3	1	0	0	0	0
LK-6115060	Galkadawala	gnd	265	263	1	0	0	0	1	0
LK-6127235	Rawa Ela	gnd	265	263	1	0	1	0	0	0
LK-6149090	Panagamuwa	gnd	265	256	9	0	0	0	0	0
LK-6184075	Galgamuwa North	gnd	265	261	4	0	0	0	0	0
LK-6187280	Aragoda	gnd	265	264	1	0	0	0	0	0
LK-6233080	Weralabada North	gnd	265	264	1	0	0	0	0	0
LK-6239130	Meda Koswadiya	gnd	265	256	8	0	1	0	0	0
LK-7212060	Damanewewa	gnd	265	261	3	0	1	0	0	0
LK-7212245	Kanichchagala	gnd	265	259	6	0	0	0	0	0
LK-8203050	Thotillaketiya	gnd	265	259	6	0	0	0	0	0
LK-8206010	Mullegama	gnd	265	255	9	0	1	0	0	0
LK-9106065	Adavikanda	gnd	265	254	9	0	0	0	0	2
LK-1336195	Bollunna	gnd	264	260	4	0	0	0	0	0
LK-2133040	Attaragama East	gnd	264	258	5	0	0	0	0	1
LK-2133085	Ulladupitiya West	gnd	264	259	5	0	0	0	0	0
LK-2139250	Hiddavulla West	gnd	264	260	4	0	0	0	0	0
LK-2233095	Dombagasdeniya	gnd	264	258	6	0	0	0	0	0
LK-2302130	Harangala	gnd	264	263	1	0	0	0	0	0
LK-2309095	Serupitiya	gnd	264	258	5	0	1	0	0	0
LK-2315065	Minuwandeniya	gnd	264	247	15	0	1	0	0	1
LK-3124255	Urala Central	gnd	264	262	2	0	0	0	0	0
LK-3127005	Wavulagala	gnd	264	263	0	0	0	0	1	0
LK-3128090	Thiruwanaketiya	gnd	264	259	5	0	0	0	0	0
LK-3135065	Dimbuldoowa	gnd	264	262	1	0	1	0	0	0
LK-3139115	Richmond Kanda	gnd	264	264	0	0	0	0	0	0
LK-3142035	Walawatta	gnd	264	263	1	0	0	0	0	0
LK-3151085	Dorape	gnd	264	260	4	0	0	0	0	0
LK-3203185	Ihala Ainagama	gnd	264	257	7	0	0	0	0	0
LK-3227165	Ihala Vitiyala East	gnd	264	263	1	0	0	0	0	0
LK-3242015	Kokawala	gnd	264	261	0	0	0	0	1	2
LK-3325180	Omara East	gnd	264	259	5	0	0	0	0	0
LK-3325225	Walasmulla Pahala	gnd	264	261	3	0	0	0	0	0
LK-4103030	Karampon	gnd	264	257	7	0	0	0	0	0
LK-4130050	Kaithady Navatkuli	gnd	264	260	4	0	0	0	0	0
LK-4215045	Marudhamadu	gnd	264	249	15	0	0	0	0	0
LK-4306020	Maradanmaduwa	gnd	264	258	6	0	0	0	0	0
LK-5239105	Kannakigramam 02	gnd	264	217	47	0	0	0	0	0
LK-5251015	Hulannuge	gnd	264	260	4	0	0	0	0	0
LK-5327125	Nalloor	gnd	264	215	46	0	3	0	0	0
LK-6133200	Seeradunna	gnd	264	256	7	0	1	0	0	0
LK-6148195	Kanoyaya	gnd	264	256	5	0	0	0	0	3
LK-6151015	Rekawa	gnd	264	257	5	0	1	0	0	1
LK-6160140	Delgolla Watta South	gnd	264	262	2	0	0	0	0	0
LK-6221120	Galkuliya East	gnd	264	257	5	1	1	0	0	0
LK-6224010	Kottukachchiya Colony 1	gnd	264	259	3	0	1	0	0	1
LK-6224125	Kothalakemiyawa	gnd	264	260	4	0	0	0	0	0
LK-6233130	Punchi Vilattawa	gnd	264	260	3	0	0	0	0	1
LK-6239095	Maligawatta	gnd	264	264	0	0	0	0	0	0
LK-6248135	Ihala Dummalakotuwa	gnd	264	264	0	0	0	0	0	0
LK-7118090	Konakumbukwewa	gnd	264	256	7	0	0	0	0	1
LK-7121055	Maha Hammillawewa	gnd	264	257	7	0	0	0	0	0
LK-7212040	Veheragama	gnd	264	257	6	0	1	0	0	0
LK-8124100	Hali-Ela	gnd	264	263	1	0	0	0	0	0
LK-9218075	Kumbalgama	gnd	264	261	3	0	0	0	0	0
LK-1212390	Raddalgoda	gnd	263	259	2	2	0	0	0	0
LK-1318080	Kennanthudawa	gnd	263	260	1	0	0	0	0	2
LK-2136065	Ihala Kobbekaduwa	gnd	263	262	1	0	0	0	0	0
LK-2136210	Walgowwagoda	gnd	263	261	0	0	0	0	0	2
LK-2139230	Kovilakanda	gnd	263	261	1	0	0	0	0	1
LK-2139295	Godapola East	gnd	263	263	0	0	0	0	0	0
LK-2145095	Ankelipitiya	gnd	263	259	3	0	0	0	0	1
LK-2206050	Kimbissa	gnd	263	257	5	0	0	0	0	1
LK-2209095	Penalaboda	gnd	263	256	6	0	1	0	0	0
LK-2218070	Eriyagolla	gnd	263	261	2	0	0	0	0	0
LK-2218100	Kottagoda	gnd	263	260	2	1	0	0	0	0
LK-2227070	Karawgahawewa	gnd	263	259	4	0	0	0	0	0
LK-2303380	Kudaoya	gnd	263	263	0	0	0	0	0	0
LK-3106045	Mahapitiya	gnd	263	261	2	0	0	0	0	0
LK-3115045	Godamuna North	gnd	263	256	7	0	0	0	0	0
LK-3151175	Kodagoda South	gnd	263	258	4	1	0	0	0	0
LK-3209190	Galketikanda	gnd	263	263	0	0	0	0	0	0
LK-3227090	Thumbe	gnd	263	261	1	1	0	0	0	0
LK-3236165	Watagedara	gnd	263	263	0	0	0	0	0	0
LK-3239070	Nidangala	gnd	263	262	1	0	0	0	0	0
LK-3318230	Gurunnehege Ara	gnd	263	253	8	0	1	0	0	1
LK-3325145	Egodabedda	gnd	263	259	4	0	0	0	0	0
LK-3330030	Nugewela	gnd	263	258	5	0	0	0	0	0
LK-4112100	Maviddapuram	gnd	263	260	3	0	0	0	0	0
LK-5118100	Iruthayapuram Central	gnd	263	260	3	0	0	0	0	0
LK-5118230	Navatkudah South	gnd	263	261	1	0	0	0	0	1
LK-5221070	Kalmunai  01D	gnd	263	261	1	0	0	0	0	1
LK-5312025	Morawewa South	gnd	263	258	5	0	0	0	0	0
LK-6130190	Deeyawa	gnd	263	257	6	0	0	0	0	0
LK-6148065	Maveehena	gnd	263	259	4	0	0	0	0	0
LK-6157195	Katupitiya South	gnd	263	262	1	0	0	0	0	0
LK-6175175	Ammanamulla	gnd	263	247	16	0	0	0	0	0
LK-6181220	Udawelawatta	gnd	263	257	6	0	0	0	0	0
LK-6233030	Parappanmulla	gnd	263	259	4	0	0	0	0	0
LK-6239170	Meda Hattiniya	gnd	263	259	1	1	2	0	0	0
LK-7118045	Thalgahawewa	gnd	263	260	3	0	0	0	0	0
LK-7124150	Parangiyawadiya	gnd	263	262	0	0	0	1	0	0
LK-8112020	Hevandana	gnd	263	258	5	0	0	0	0	0
LK-8136075	Newberg	gnd	263	255	8	0	0	0	0	0
LK-8206180	Therela	gnd	263	215	48	0	0	0	0	0
LK-9103130	Asgangula South	gnd	263	262	1	0	0	0	0	0
LK-9203110	Kanugolla	gnd	263	263	0	0	0	0	0	0
LK-9212220	Hapuvita Pallegama	gnd	263	261	2	0	0	0	0	0
LK-1118220	Gurulana	gnd	262	257	4	0	0	0	0	1
LK-1209225	Koradaminna	gnd	262	256	6	0	0	0	0	0
LK-1209235	Paragoda North	gnd	262	253	8	0	0	0	0	1
LK-1212270	Imbulanwala	gnd	262	255	7	0	0	0	0	0
LK-1212550	Weragoda	gnd	262	262	0	0	0	0	0	0
LK-1227560	Halpandeniya	gnd	262	260	2	0	0	0	0	0
LK-1339090	Halwala	gnd	262	257	4	0	0	0	0	1
LK-2112065	Puwakgahadeniya	gnd	262	259	2	0	0	0	0	1
LK-2133290	Katugasthota	gnd	262	259	3	0	0	0	0	0
LK-2312235	Magasthota	gnd	262	259	3	0	0	0	0	0
LK-3121015	Batuwangala West	gnd	262	261	1	0	0	0	0	0
LK-3134035	Mahagangoda	gnd	262	259	1	0	0	0	0	2
LK-4121145	Nelliaddy	gnd	262	257	2	3	0	0	0	0
LK-5127085	Rajadurai Gramam	gnd	262	254	8	0	0	0	0	0
LK-5212275	Abhayapura	gnd	262	249	6	0	3	0	0	4
LK-6106130	Ihalagama	gnd	262	255	7	0	0	0	0	0
LK-6118015	Abokkagama	gnd	262	262	0	0	0	0	0	0
LK-6118060	Udahenegama	gnd	262	252	10	0	0	0	0	0
LK-6124050	Karuwalagahawatta	gnd	262	257	4	0	0	0	0	1
LK-6127135	Rekevula	gnd	262	260	1	0	1	0	0	0
LK-6136195	Kahagolla	gnd	262	260	1	0	1	0	0	0
LK-6145060	Udagama	gnd	262	254	8	0	0	0	0	0
LK-6163260	Karandagolla	gnd	262	261	1	0	0	0	0	0
LK-6209075	Kumbukwewa	gnd	262	252	10	0	0	0	0	0
LK-6236075	Nankadawara	gnd	262	257	5	0	0	0	0	0
LK-6236165	Irattakulama North	gnd	262	259	2	1	0	0	0	0
LK-7124180	Dekethipothana	gnd	262	259	3	0	0	0	0	0
LK-7154185	Unagollewa	gnd	262	259	3	0	0	0	0	0
LK-8112115	Thalakumbura	gnd	262	257	4	0	0	0	0	1
LK-9203120	Parape South	gnd	262	255	7	0	0	0	0	0
LK-9218340	Alpitiya	gnd	262	257	5	0	0	0	0	0
LK-1206205	Air Force Camp	gnd	261	260	0	0	0	0	0	1
LK-1227155	Pattigoda	gnd	261	258	1	1	0	0	0	1
LK-2124365	Ellepola	gnd	261	260	0	0	1	0	0	0
LK-2212030	Nilannoruwa	gnd	261	256	5	0	0	0	0	0
LK-2233310	Nugapitiya	gnd	261	258	3	0	0	0	0	0
LK-2309590	Ekangapura	gnd	261	261	0	0	0	0	0	0
LK-3221110	Warakapitiya East	gnd	261	259	1	0	0	0	0	1
LK-3236160	Attudawa West	gnd	261	261	0	0	0	0	0	0
LK-3242315	Gandarawatta	gnd	261	260	1	0	0	0	0	0
LK-3248015	Urugamuwa East	gnd	261	252	7	0	0	0	0	2
LK-3324265	Puwakgas Ara	gnd	261	257	4	0	0	0	0	0
LK-5127090	Arayampathy South	gnd	261	252	9	0	0	0	0	0
LK-5315050	Peeliyady	gnd	261	250	9	0	1	0	0	1
LK-6127255	Galketiyagama	gnd	261	252	9	0	0	0	0	0
LK-6142210	Hamannapahuwa	gnd	261	259	2	0	0	0	0	0
LK-6163175	Reddagoda	gnd	261	251	10	0	0	0	0	0
LK-6184015	Wennoruwa West	gnd	261	255	4	0	1	0	0	1
LK-6245145	Dummaladeniya South	gnd	261	261	0	0	0	0	0	0
LK-9119040	Kuragala	gnd	261	250	10	1	0	0	0	0
LK-9203405	Kivulpana	gnd	261	259	1	0	0	0	0	1
LK-1215190	Wegowwa East	gnd	260	256	4	0	0	0	0	0
LK-1224315	Mudungoda West	gnd	260	259	1	0	0	0	0	0
LK-2124425	Puwakgahadiwela	gnd	260	254	6	0	0	0	0	0
LK-2127095	Deliwalathenna	gnd	260	254	5	0	0	0	0	1
LK-3103165	Warakamulla	gnd	260	260	0	0	0	0	0	0
LK-3203040	Edandukitha West	gnd	260	256	4	0	0	0	0	0
LK-3321180	Udukirivala	gnd	260	256	1	0	0	0	0	3
LK-3324215	Horavinna	gnd	260	252	6	0	1	0	0	1
LK-4112085	Tellippalai	gnd	260	254	6	0	0	0	0	0
LK-4209005	Palampiddy	gnd	260	258	2	0	0	0	0	0
LK-4306100	Agbopura	gnd	260	258	2	0	0	0	0	0
LK-5130060	Arasaditivu North	gnd	260	254	4	0	1	0	0	1
LK-5218080	Sammanthurai 07	gnd	260	259	1	0	0	0	0	0
LK-5234035	Irakkamam 01	gnd	260	252	8	0	0	0	0	0
LK-6106305	Kurundewa	gnd	260	256	3	0	1	0	0	0
LK-6127190	Siyambalawewa	gnd	260	255	4	0	1	0	0	0
LK-6148170	Bodhimulla	gnd	260	251	7	0	1	0	0	1
LK-6163075	Udattapola Pahala	gnd	260	257	3	0	0	0	0	0
LK-6209080	Rambawewa	gnd	260	241	11	7	0	0	0	1
LK-6239160	Puhulhena	gnd	260	256	2	0	1	0	1	0
LK-6245160	Hanathotupola	gnd	260	254	0	2	4	0	0	0
LK-7124175	Kalpe	gnd	260	256	3	0	0	0	0	1
LK-7151040	Pairimaduwa	gnd	260	246	10	0	2	0	0	2
LK-7151050	Puliyankulama	gnd	260	254	4	0	1	0	0	1
LK-7151100	Sembukulama	gnd	260	251	8	0	0	0	0	1
LK-7215255	Aluthwewa East	gnd	260	260	0	0	0	0	0	0
LK-8121125	Welibissa	gnd	260	245	15	0	0	0	0	0
LK-8127150	Idamegama	gnd	260	253	7	0	0	0	0	0
LK-8209030	Senpathigama	gnd	260	254	3	1	0	0	0	2
LK-8218190	Keliwessa	gnd	260	254	6	0	0	0	0	0
LK-9133100	Weddagala West	gnd	260	255	5	0	0	0	0	0
LK-9206065	Panagamuwa	gnd	260	254	5	0	0	0	0	1
LK-9221015	Walgampatha	gnd	260	254	6	0	0	0	0	0
LK-1209185	Delwagura	gnd	259	257	1	0	0	0	0	1
LK-1212435	Borukgamuwa West	gnd	259	255	4	0	0	0	0	0
LK-1230585	Malinda	gnd	259	259	0	0	0	0	0	0
LK-1321045	Pohoddaramulla West	gnd	259	256	1	2	0	0	0	0
LK-2103280	Idamegama	gnd	259	256	1	0	2	0	0	0
LK-2139010	Gangoda North	gnd	259	251	4	1	0	0	0	3
LK-2151160	Hunukotugama	gnd	259	254	5	0	0	0	0	0
LK-2212040	Kirioruwa	gnd	259	256	3	0	0	0	0	0
LK-2302185	Godamaditta	gnd	259	259	0	0	0	0	0	0
LK-2306200	Diya - Udagama	gnd	259	252	6	0	0	0	0	1
LK-3124080	Gammeddegoda	gnd	259	250	9	0	0	0	0	0
LK-3142140	Bokaramullagoda	gnd	259	259	0	0	0	0	0	0
LK-3154245	Piyadigama West	gnd	259	258	1	0	0	0	0	0
LK-3230065	Narawelpita East	gnd	259	257	2	0	0	0	0	0
LK-3245160	Devinuwara Central	gnd	259	259	0	0	0	0	0	0
LK-3318180	Bogamuwa	gnd	259	252	7	0	0	0	0	0
LK-3324080	Dambethalawa	gnd	259	259	0	0	0	0	0	0
LK-3325070	Julampitiya	gnd	259	248	10	0	0	0	0	1
LK-4121040	Valvetty	gnd	259	255	3	0	1	0	0	0
LK-4409030	Mannakandal	gnd	259	240	17	1	1	0	0	0
LK-4503020	Iyakkachchi	gnd	259	220	38	0	0	0	0	1
LK-5133150	Mandur 3	gnd	259	251	8	0	0	0	0	0
LK-5309005	Gomarankadawala	gnd	259	255	4	0	0	0	0	0
LK-6103030	Halmillagala	gnd	259	249	8	1	0	0	0	1
LK-6136010	Thennakongama	gnd	259	249	7	0	1	0	0	2
LK-6154015	Seruwawa	gnd	259	250	7	0	0	0	1	1
LK-6160015	Wewagedara	gnd	259	256	1	0	2	0	0	0
LK-6169120	Konduruwapola	gnd	259	251	8	0	0	0	0	0
LK-6184240	Nebadawathura	gnd	259	244	15	0	0	0	0	0
LK-6206065	Wijayapura East	gnd	259	238	17	1	3	0	0	0
LK-6230135	Kusala	gnd	259	251	8	0	0	0	0	0
LK-6233040	Maha Vilattawa	gnd	259	253	6	0	0	0	0	0
LK-6242230	Dematapitiya	gnd	259	254	2	0	0	0	0	3
LK-7127045	21 Colony West	gnd	259	253	4	1	0	0	0	1
LK-8212045	Ambagahapitiya	gnd	259	234	25	0	0	0	0	0
LK-9212290	Thiyambarahena	gnd	259	256	3	0	0	0	0	0
LK-9224135	Ambamalla	gnd	259	252	5	0	0	0	1	1
LK-1115040	Weralupitiya	gnd	258	258	0	0	0	0	0	0
LK-1230315	Dangalla North	gnd	258	253	3	0	0	0	0	2
LK-1321430	Ethagama West	gnd	258	256	0	0	0	0	0	2
LK-2106175	Bokkawala	gnd	258	256	2	0	0	0	0	0
LK-2133215	Mapamadulla	gnd	258	258	0	0	0	0	0	0
LK-2133335	Mahathenna	gnd	258	256	2	0	0	0	0	0
LK-2139305	Meewaladeniya	gnd	258	254	3	0	1	0	0	0
LK-2206045	Pothana	gnd	258	253	5	0	0	0	0	0
LK-2206220	Thittawelgolla	gnd	258	250	6	0	0	0	0	2
LK-2227035	Aliwanguwa	gnd	258	252	6	0	0	0	0	0
LK-2230160	Bambarakiriella	gnd	258	253	4	0	0	0	1	0
LK-2306170	Hapuwala	gnd	258	256	2	0	0	0	0	0
LK-3103065	Galbada	gnd	258	253	4	0	0	0	0	1
LK-3112055	Opatha	gnd	258	252	5	1	0	0	0	0
LK-3321150	Medagama	gnd	258	254	0	0	0	0	0	4
LK-4206180	Palaiperumalkaddu	gnd	258	235	22	1	0	0	0	0
LK-6148160	Weliwehera	gnd	258	254	4	0	0	0	0	0
LK-6181090	Ambagammana	gnd	258	255	2	1	0	0	0	0
LK-6230035	Anavilundawa	gnd	258	257	0	0	0	0	1	0
LK-8106175	Kandegama	gnd	258	248	10	0	0	0	0	0
LK-9206250	Kumbalgama	gnd	258	254	3	0	1	0	0	0
LK-9218160	Delgamuwa	gnd	258	251	5	0	0	0	0	2
LK-1315075	Mahayala West	gnd	257	253	4	0	0	0	0	0
LK-1330255	Meegama	gnd	257	255	2	0	0	0	0	0
LK-2112190	Walala	gnd	257	257	0	0	0	0	0	0
LK-2133050	Gonigoda-Palkumbura	gnd	257	253	4	0	0	0	0	0
LK-2209075	Bibila	gnd	257	251	6	0	0	0	0	0
LK-2209085	Mailpitiya	gnd	257	255	1	0	0	0	0	1
LK-3112235	Kahadoowa	gnd	257	254	2	0	0	0	0	1
LK-3154220	Ahangamgoda	gnd	257	254	1	2	0	0	0	0
LK-3233040	Hettiyawala North	gnd	257	251	5	1	0	0	0	0
LK-3330275	Ambala North	gnd	257	252	3	0	0	0	0	2
LK-4118120	Vatharavattai	gnd	257	240	17	0	0	0	0	0
LK-4130260	Varani North	gnd	257	251	5	1	0	0	0	0
LK-4503050	Muhavil	gnd	257	241	13	1	2	0	0	0
LK-5227070	Karaitheevu 10	gnd	257	255	2	0	0	0	0	0
LK-6124230	Balalla	gnd	257	251	6	0	0	0	0	0
LK-6127040	Pohorawatta	gnd	257	243	8	1	0	0	0	5
LK-6127105	Galagedaragama	gnd	257	246	9	0	0	0	0	2
LK-6127300	Morotta	gnd	257	251	6	0	0	0	0	0
LK-6139170	Midellawa	gnd	257	251	6	0	0	0	0	0
LK-6163040	Kanugolla	gnd	257	251	6	0	0	0	0	0
LK-7118155	Nabadagaswewa	gnd	257	255	2	0	0	0	0	0
LK-7121030	Gonumeruwewa	gnd	257	250	7	0	0	0	0	0
LK-7203210	Unagalavehera East	gnd	257	251	4	0	0	0	0	2
LK-8206160	Magandaoya Colony	gnd	257	257	0	0	0	0	0	0
LK-9221175	Mahadeniya	gnd	257	246	7	0	0	0	0	4
LK-1209105	Akaragama East	gnd	256	254	2	0	0	0	0	0
LK-1212465	Wellevilamulla	gnd	256	256	0	0	0	0	0	0
LK-1333015	Omatta	gnd	256	254	1	0	1	0	0	0
LK-1336020	Walakada	gnd	256	228	22	0	0	0	0	6
LK-3103135	Habakkala	gnd	256	251	5	0	0	0	0	0
LK-3118135	Opatha West	gnd	256	252	4	0	0	0	0	0
LK-3145230	Jambuketiya	gnd	256	254	1	0	0	0	0	1
LK-3148070	Nevungala South	gnd	256	256	0	0	0	0	0	0
LK-3212175	Ransegoda East	gnd	256	255	1	0	0	0	0	0
LK-3306005	Maha Aluth Gam Ara	gnd	256	251	3	0	2	0	0	0
LK-4136100	Grand Bazaar	gnd	256	256	0	0	0	0	0	0
LK-4412030	Katchilaimadu	gnd	256	239	16	1	0	0	0	0
LK-4412135	Vithyapuram	gnd	256	240	16	0	0	0	0	0
LK-4509155	Thiruvaiaru	gnd	256	253	3	0	0	0	0	0
LK-5110015	Maruththanai	gnd	256	177	76	1	2	0	0	0
LK-5133135	Kovilporativu South	gnd	256	241	15	0	0	0	0	0
LK-5236130	Town Division 01	gnd	256	249	7	0	0	0	0	0
LK-5242005	Keenawatta	gnd	256	247	9	0	0	0	0	0
LK-5330080	Somapura	gnd	256	247	3	0	1	0	0	5
LK-6109065	Mudiyannegama	gnd	256	252	4	0	0	0	0	0
LK-6121130	Randenigama	gnd	256	251	4	1	0	0	0	0
LK-6124325	Katuwannawa	gnd	256	252	4	0	0	0	0	0
LK-6148150	Adukkane	gnd	256	251	5	0	0	0	0	0
LK-6154055	Pahala Hadirawalana	gnd	256	254	1	0	0	0	0	1
LK-6181200	Pothupitiya	gnd	256	253	2	1	0	0	0	0
LK-6184055	Ihala Wettewa	gnd	256	247	8	0	1	0	0	0
LK-6187295	Madalagama	gnd	256	256	0	0	0	0	0	0
LK-6221040	Dangaswewa	gnd	256	246	4	0	6	0	0	0
LK-7121005	Kirigallewa	gnd	256	250	6	0	0	0	0	0
LK-7148125	Kadigawa	gnd	256	250	6	0	0	0	0	0
LK-7151095	Thirappanegama	gnd	256	244	10	0	1	0	0	1
LK-7203140	Hinguraka	gnd	256	251	5	0	0	0	0	0
LK-7210105	Bo-Atta	gnd	256	225	27	0	0	0	0	4
LK-7212085	Mahaulpatha	gnd	256	237	19	0	0	0	0	0
LK-9115115	Karagasthalawa	gnd	256	253	2	0	1	0	0	0
LK-9145115	Kalatuwakanda	gnd	256	254	2	0	0	0	0	0
LK-9212265	Mabopitiya	gnd	256	250	5	0	0	0	0	1
LK-9218305	Algama Ihalagama	gnd	256	247	7	0	0	0	0	2
LK-9233030	Keerihena	gnd	256	246	10	0	0	0	0	0
LK-1321295	Vilegoda South	gnd	255	255	0	0	0	0	0	0
LK-1339095	Pannila	gnd	255	255	0	0	0	0	0	0
LK-2303090	Helsirigama	gnd	255	248	5	0	0	0	0	2
LK-3124170	Udawelivitithalawa East	gnd	255	250	5	0	0	0	0	0
LK-3124175	Udawelivitithalawa	gnd	255	252	1	0	1	0	0	1
LK-3135005	Urawatta	gnd	255	253	1	0	0	0	0	1
LK-3137105	Owakanda	gnd	255	250	5	0	0	0	0	0
LK-3145265	Kalahe	gnd	255	254	0	1	0	0	0	0
LK-3212160	Belpamulla	gnd	255	253	2	0	0	0	0	0
LK-3248060	Dandeniya South	gnd	255	254	0	0	0	0	0	1
LK-3330205	Aranwela West	gnd	255	251	1	0	0	0	1	2
LK-3330235	Medagoda	gnd	255	242	12	0	1	0	0	0
LK-4121120	Thunnalai East	gnd	255	248	6	0	0	0	1	0
LK-4124005	Manatkadu	gnd	255	240	15	0	0	0	0	0
LK-4139065	Velanai West	gnd	255	237	17	0	0	0	0	1
LK-4403045	Mallavi	gnd	255	248	7	0	0	0	0	0
LK-5221080	Kalmunai  01A	gnd	255	253	2	0	0	0	0	0
LK-6106010	Walagambapura	gnd	255	244	9	0	1	0	0	1
LK-6106125	Ihala Nanneriya	gnd	255	253	2	0	0	0	0	0
LK-6112110	Walaliya	gnd	255	249	3	1	1	0	0	1
LK-6124290	Nagollagama	gnd	255	247	6	0	1	0	0	1
LK-6127150	Mal Asna	gnd	255	251	4	0	0	0	0	0
LK-6154265	Pahala Thalampitiya	gnd	255	254	1	0	0	0	0	0
LK-6157200	Ihala Thalampitiya	gnd	255	252	1	1	1	0	0	0
LK-6163015	Udakendawala	gnd	255	236	18	0	0	0	0	1
LK-6163560	Ikiriwatta	gnd	255	250	5	0	0	0	0	0
LK-6248230	Yogiyana	gnd	255	254	1	0	0	0	0	0
LK-7209010	Mahakirimetiya	gnd	255	244	11	0	0	0	0	0
LK-8118090	Gonagala West	gnd	255	253	2	0	0	0	0	0
LK-8127075	Medipokuna	gnd	255	249	6	0	0	0	0	0
LK-9118175	Ampitiyawatta	gnd	255	249	5	0	1	0	0	0
LK-9145060	Belimaliyadda	gnd	255	248	7	0	0	0	0	0
LK-1212020	Delwala South	gnd	254	241	13	0	0	0	0	0
LK-1212160	Balathawa	gnd	254	249	1	0	0	0	0	4
LK-1227580	Deenapamunuwa	gnd	254	254	0	0	0	0	0	0
LK-1230570	Kapugoda	gnd	254	254	0	0	0	0	0	0
LK-1312260	Mahagama South	gnd	254	251	3	0	0	0	0	0
LK-1321210	Malwatta	gnd	254	252	0	0	0	0	0	2
LK-1339050	Bothalawa	gnd	254	247	7	0	0	0	0	0
LK-2206015	Gedigaswalana	gnd	254	241	10	0	0	0	0	3
LK-2212090	Walmoruwa	gnd	254	243	8	0	3	0	0	0
LK-2221055	Pallethenna	gnd	254	250	4	0	0	0	0	0
LK-2227040	Viharagama	gnd	254	250	4	0	0	0	0	0
LK-3124025	Mapalagama	gnd	254	247	7	0	0	0	0	0
LK-3135070	Andurangoda	gnd	254	250	2	1	0	0	0	1
LK-3139055	Kumbalwella North	gnd	254	253	0	1	0	0	0	0
LK-3212230	Radawela East	gnd	254	249	2	2	1	0	0	0
LK-3233070	Hettiyawala South	gnd	254	252	2	0	0	0	0	0
LK-3239020	Moodugamuwa East	gnd	254	253	1	0	0	0	0	0
LK-4306065	Kalukunnammaduwa	gnd	254	242	11	1	0	0	0	0
LK-5236040	Akkaraipattu 16	gnd	254	252	2	0	0	0	0	0
LK-6106030	Medagama East	gnd	254	241	13	0	0	0	0	0
LK-6124035	Bamunugama	gnd	254	247	7	0	0	0	0	0
LK-6145230	Tekewa	gnd	254	250	3	1	0	0	0	0
LK-6169165	Nakkawatta	gnd	254	249	5	0	0	0	0	0
LK-6209045	Thambapanniya	gnd	254	226	26	0	1	0	0	1
LK-8118035	Welgolla	gnd	254	252	2	0	0	0	0	0
LK-8133095	Bambaragama	gnd	254	249	2	0	1	0	0	2
LK-8203095	Karagahawela East	gnd	254	238	14	0	1	0	0	1
LK-8203185	Mudiyala	gnd	254	252	1	0	1	0	0	0
LK-9112020	Siripagama	gnd	254	246	7	0	1	0	0	0
LK-1227110	Kolawatta	gnd	253	240	0	13	0	0	0	0
LK-1230305	Polhena	gnd	253	244	9	0	0	0	0	0
LK-2133015	Ihagama	gnd	253	253	0	0	0	0	0	0
LK-2151030	Bowala	gnd	253	252	1	0	0	0	0	0
LK-2154010	Polmalagama	gnd	253	253	0	0	0	0	0	0
LK-2206055	Egodawewa	gnd	253	246	3	0	1	0	1	2
LK-2306055	Pussalamankada	gnd	253	248	5	0	0	0	0	0
LK-2310200	Madulla North	gnd	253	247	6	0	0	0	0	0
LK-3148130	Karagoda	gnd	253	252	1	0	0	0	0	0
LK-3245035	Palle Aparekka	gnd	253	252	1	0	0	0	0	0
LK-3327025	Udadeniya	gnd	253	248	4	0	0	0	0	1
LK-4115150	Kuppilan North	gnd	253	253	0	0	0	0	0	0
LK-4215065	Chilavathurai	gnd	253	251	2	0	0	0	0	0
LK-4306090	Pudubulankulama	gnd	253	252	1	0	0	0	0	0
LK-4309040	Maruthankulam	gnd	253	252	1	0	0	0	0	0
LK-4509050	Ganeshapuram	gnd	253	251	2	0	0	0	0	0
LK-5333030	Echchalampattu	gnd	253	240	13	0	0	0	0	0
LK-6106110	Molewa	gnd	253	251	2	0	0	0	0	0
LK-6106230	Mahananneriya North	gnd	253	249	4	0	0	0	0	0
LK-6124055	Makaduwawa	gnd	253	246	4	0	3	0	0	0
LK-6127280	Agare	gnd	253	244	8	0	1	0	0	0
LK-6130235	Daramitipola	gnd	253	250	3	0	0	0	0	0
LK-6133175	Hunupola	gnd	253	249	3	0	1	0	0	0
LK-6145140	Hathapola	gnd	253	248	5	0	0	0	0	0
LK-6151065	Gane Kolaniya	gnd	253	244	9	0	0	0	0	0
LK-6160210	Waraddana	gnd	253	245	7	0	1	0	0	0
