region_id	region_name	region_name_in_data	region_ent_type	occupied_housing_units
LK-6163485	Maspotha	Maspotha	GND	170
LK-6163490	Erepolakanda	Erepolakanda	GND	55
LK-6163495	Siyambalangamuwa	Siyambalangamuwa	GND	202
LK-6163500	Thalgaspitiya	Thalgaspitiya	GND	165
LK-6163505	Jakaduwa	Jakaduwa	GND	203
LK-6163510	Balagala	Balagala	GND	172
LK-6163515	Pussella	Pussella	GND	282
LK-6163520	Pusselikanda	Pusselikanda	GND	107
LK-6163525	Gonigoda	Gonigoda	GND	230
LK-6163530	Meeliyadda	Meeliyadda	GND	227
LK-6163535	Kanadeniyawala	Kanadeniyawala	GND	268
LK-6163540	Ganegoda	Ganegoda	GND	160
LK-6163545	Bogamuwa	Bogamuwa	GND	295
LK-6163550	Kurukeppitiya	Kurukeppitiya	GND	159
LK-6163555	Paragoda	Paragoda	GND	209
LK-6163560	Ikiriwatta	Ikiriwatta	GND	255
LK-6163565	Niyangama	Niyangama	GND	279
LK-6166	Weerabugedara	Weerambugedara	DSD	10730
LK-6166005	Lokahettiya	Lokahettiya	GND	126
LK-6166010	Medagama	Medagama	GND	306
LK-6166015	Pathinwatta	Pathinwatta	GND	219
LK-6166020	Bamunugedara	Bamunugedara	GND	203
LK-6166025	Gallehera	Gallehera	GND	189
LK-6166030	Kadadunna	Kadadunna	GND	140
LK-6166035	Weerambugedara	Weerambugedara	GND	354
LK-6166040	Gonawa	Gonawa	GND	281
LK-6166045	Yalawa	Yalawa	GND	342
LK-6166050	Madawala North	Madawala North	GND	181
LK-6166055	Sandagala South	Sandagala South	GND	235
LK-6166060	Sandagala North	Sandagala North	GND	237
LK-6166065	Damunugala	Damunugala	GND	199
LK-6166070	Piduruwella	Piduruwella	GND	519
LK-6166075	Clovis Watta	Clovis Watta	GND	361
LK-6166080	Madawala South	Madawala South	GND	264
LK-6166085	Mudunna	Mudunna	GND	244
LK-6166090	Hanwella	Hanwella	GND	241
LK-6166095	Huruggamuwa	Huruggamuwa	GND	330
LK-6166100	Ginipenda	Ginipenda	GND	252
LK-6166105	Kalugamuwa	Kalugamuwa	GND	400
LK-6166110	Yanthampola	Yanthampola	GND	142
LK-6166115	Bulupitiya	Bulupitiya	GND	268
LK-6166120	Uhumeeya	Uhumeeya	GND	434
LK-6166125	Wewelpola	Wewelpola	GND	177
LK-6166130	Ranjanagama	Ranjanagama	GND	453
LK-6166135	Kanumale	Kanumale	GND	746
LK-6166140	Godavita	Godavita	GND	304
LK-6166145	Ambahera	Ambahera	GND	362
LK-6166150	Galabadagama	Galabadagama	GND	215
LK-6166155	Dehikumbura	Dehikumbura	GND	460
LK-6166160	Poogalla	Poogalla	GND	270
LK-6166165	Udugama	Udugama	GND	173
LK-6166170	Thammita	Thammita	GND	184
LK-6166175	Parakumbura	Parakumbura	GND	308
LK-6166180	Algama	Algama	GND	227
LK-6166185	Kaduruwella	Kaduruwella	GND	165
LK-6166190	Sevendana	Sevendana	GND	219
LK-6169	Kuliyapitiya East	Kuliyapitiya East	DSD	16420
LK-6169005	Karangamuwa	Karangamuwa	GND	359
LK-6169010	Dalupothagama	Dalupothagama	GND	348
LK-6169015	Polpitiya	Polpitiya	GND	414
LK-6169020	Pothuwewa	Pothuwewa	GND	277
LK-6169025	Kotadeniyawa	Kotadeniyawa	GND	339
LK-6169030	Thelahera	Thelahera	GND	233
LK-6169035	Nettipolagedara	Nettipolagedara	GND	392
LK-6169040	Arakyala	Arakyala	GND	612
LK-6169045	Thoranegedara	Thoranegedara	GND	349
LK-6169050	Medelpola	Medelpola	GND	414
LK-6169055	Pothuhera	Pothuhera	GND	537
LK-6169060	Kekunagolla	Kekunagolla	GND	924
LK-6169065	Dehigama	Dehigama	GND	474
LK-6169070	Siyambalagaskotuwa	Siyambalagaskotuwa	GND	677
LK-6169075	Ambahenwewa	"Ambahenwewa
"	GND	418
LK-6169080	Bogamulla	Bogamulla	GND	228
LK-6169085	Andigedara	Andigedara	GND	266
LK-6169090	Karagahagedara	Karagahagedara	GND	278
LK-6169095	Bogahapitiya	Bogahapitiya	GND	292
LK-6169100	Kureekotuwa	Kureekotuwa	GND	383
LK-6169105	Alahitiyawa	Alahitiyawa	GND	385
LK-6169110	Godagama	Godagama	GND	286
LK-6169115	Thalliyadda	"Thalliyadda
"	GND	414
LK-6169120	Konduruwapola	Konduruwapola	GND	259
LK-6169125	Barigoda	Barigoda	GND	516
LK-6169130	Ganangamuwa	Ganangamuwa	GND	331
LK-6169135	Bihalpola	Bihalpola	GND	277
LK-6169140	Udagedara	Udagedara	GND	364
LK-6169145	Horombawa	Horombawa	GND	960
LK-6169150	Molligoda	Molligoda	GND	465
LK-6169155	Kosgolla	Kosgolla	GND	515
LK-6169160	Mahagama	Mahagama	GND	221
LK-6169165	Nakkawatta	Nakkawatta	GND	253
LK-6169170	Hewanellagara	Hewanellagaraya	GND	231
LK-6169175	Ihala Muruthenge	Ihala Muruthenge	GND	413
LK-6169180	Pahala Muruthenge	Pahala Muruthenge	GND	247
LK-6169185	Galgammulla	Galgammulla	GND	279
LK-6169190	Ranasgalla	Ranasgalla	GND	152
LK-6169195	Wakkunuwala	Wakkunuwala	GND	177
LK-6169200	Etampola	Etampola	GND	269
LK-6169205	Rathneheruwa	Rathneheruwa	GND	196
LK-6169210	Deekirikewa	Deekirikewa	GND	265
LK-6169215	Panavitiya	Panavitiya	GND	315
LK-6169220	Dethawa	Dethawa	GND	201
LK-6169225	Saliyala	Saliyala	GND	215
LK-6172	Kuliyapitiya West	Kuliyapitiya West	DSD	24056
LK-6172005	Katuwella	Katuwella	GND	144
LK-6172010	Pahala Elathalawa	Pahala Elathalawa	GND	436
LK-6172015	Mawela	Mawela	GND	147
LK-6172020	Koshena	Koshena	GND	439
LK-6172025	Pahala Galpola	Pahala Galpola	GND	417
LK-6172030	Ihala Galpola	Ihala Galpola	GND	288
LK-6172035	Ihala Elathalawa	Ihala Elathalawa	GND	313
LK-6172040	Deegalla	Deegalla	GND	512
LK-6172045	Ihala Embawa	Ihala Embawa	GND	438
LK-6172050	Kabalewa	Kabalewa	GND	700
LK-6172055	Dikhera	Dikhera	GND	333
LK-6172060	Ilukhena	Ilukhena	GND	429
LK-6172065	Kumbalwala	Kumbalwala	GND	326
LK-6172070	Pallewela	Pallewela	GND	414
LK-6172075	Pahala Weerambuwa	Pahala Weerambuwa	GND	339
LK-6172080	Ihala Weerambuwa	Ihala Weerambuwa	GND	546
LK-6172085	Kurudelpotha	Kurudelpotha	GND	313
LK-6172090	Thabbomulla	Thabbomulla	GND	462
LK-6172095	Meegahakotuwa	Meegahakotuwa	GND	592
LK-6172100	Kuliyapitiya Town	Kuliyapitiya Town	GND	485
LK-6172105	Embawa	Embawa	GND	317
LK-6172110	Pahala Embawa	Pahala Embawa	GND	430
LK-6172115	Pahala Piduma	Pahala Piduma	GND	399
LK-6172120	Esseddama	Assedduma	GND	311
LK-6172125	Kongahagedara	Kongahagedara	GND	325
LK-6172130	Thummodara	Thummodara	GND	552
LK-6172135	Ihala Piduma	Ihala Piduma	GND	199
LK-6172140	Henegedara	Henegedara	GND	563
LK-6172145	Delana	Delana	GND	390
LK-6172150	Mookalanyaya	Mookalanyaya	GND	390
LK-6172155	Kirindawa	Kirindawa	GND	312
LK-6172160	Anukkane	Anukkane	GND	301
LK-6172165	Beminigalla	Beminigalla	GND	292
LK-6172170	Kumbukkotuwa	Kumbukkotuwa	GND	304
LK-6172175	Wahumuwa	Wahumuwa	GND	424
LK-6172180	Unaleeya	Unaleeya	GND	447
LK-6172185	Kithalawa	Kithalawa	GND	397
LK-6172190	Yakarawatta	Yakarawatta	GND	342
LK-6172195	Bohingamuwa	Bohingamuwa	GND	388
LK-6172200	Haggamuwa	Haggamuwa	GND	208
LK-6172205	Galahitiyawa	Galahitiyawa	GND	666
LK-6172210	Dandagamuwa East	Dandagamuwa East	GND	367
LK-6172215	Dandagamuwa West	Dandagamuwa West	GND	356
LK-6172220	Pahala Kalugamuwa	Pahala Kalugamuwa	GND	373
LK-6172225	Mahimpitiya	Mahimpitiya	GND	299
LK-6172230	Madakumburumulla	Madakumburumulla	GND	405
LK-6172235	Thalahitimulla	Thalahitimulla	GND	218
LK-6172240	Weralugama	Weralugama	GND	398
LK-6172245	Ihala Kalugamuwa	Ihala Kalugamuwa	GND	497
LK-6172250	Hammalawa	Hammalawa	GND	321
LK-6172255	Galagedara	Galagedara	GND	130
LK-6172260	Pitadeniya	Pitadeniya	GND	180
LK-6172265	Diyadora	Diyadora	GND	279
LK-6172270	Inguruwatta	Inguruwatta	GND	474
LK-6172275	Diyadora Ihala Watta	Diyadora Ihala Watta	GND	416
LK-6172280	Narangalla	Narangalla	GND	468
LK-6172285	Wadugedara	Wadugedara	GND	171
LK-6172290	Kongolla	Kongolla	GND	307
LK-6172295	Ihala Ennaruwa	Ihala Ennaruwa	GND	204
LK-6172300	Deeyawala	Deeyawala	GND	229
LK-6172305	Udihitimulla	Udihitimulla	GND	162
LK-6172310	Ketawalegedara	Ketawalegedara	GND	184
LK-6172315	Eluwapola	Eluwapola	GND	225
LK-6172320	Kandegedara	Kandegedara	GND	211
LK-6172325	Katuwattewela	Katuwattewela	GND	364
LK-6172330	Edandewela	Edandewela	GND	179
LK-6172335	Wewagama	Wewagama	GND	271
LK-6172340	Degammeda	Degammeda	GND	338
LK-6175	Udubaddawa	Udubaddawa	DSD	15815
LK-6175005	Ihala Weerakodiyana	Ihala Weerakodiyana	GND	298
LK-6175010	Kovulwewa	Kovulwewa	GND	345
LK-6175015	Pahala Weerakodiyana	Pahala Weerakodiyana	GND	325
LK-6175020	Rantetiyawa	Ranthetiyawa	GND	215
LK-6175025	Wathuwatta	Wathuwatta	GND	295
LK-6175030	Habarawewa	Habarawewa	GND	297
LK-6175035	Kekunawala	Kekunawala	GND	502
LK-6175040	Kandayaya	Kandayaya	GND	239
LK-6175045	Kappangamuwa	Kappangamuwa	GND	404
LK-6175050	Kahadenigama	Kahadenigama	GND	226
LK-6175055	Divurumpola	Divurumpola	GND	358
LK-6175060	Pahala Yagamwela	Pahala Yagamwela	GND	478
LK-6175065	Ihala Yagamwela	Ihala Yagamwela	GND	307
LK-6175070	Gahalagaswala	Gahalagaswala	GND	324
LK-6175075	Siyambalagasruppa East	Siyambalagasruppa East	GND	326
LK-6175080	Siyambalagasruppa West	Siyambalagasruppa West	GND	712
LK-6175085	Dummalasooriya	Dummalasooriya	GND	214
LK-6175090	Thunthota	Thunthota	GND	220
LK-6175095	Kattimahana	Kattimahana	GND	293
LK-6175100	Palugamuwa	Palugamuwa	GND	482
LK-6175105	Karandavila	Karandavila	GND	319
LK-6175110	Bunnehepola	Bunnehepola	GND	718
LK-6175115	Ihalagama North	Ihalagama North	GND	295
LK-6175120	Paranagama	Paranagama	GND	372
LK-6175125	Pahalagama	Pahalagama	GND	404
LK-6175130	Ihalagama South	Ihalagama South	GND	343
LK-6175135	Mahaagara	Mahaagara	GND	633
LK-6175140	Henegedara	Henegedara	GND	317
LK-6175145	Kanubichchiya	Kanubichchiya	GND	290
LK-6175150	Polgaha Agara	Polgaha Agara	GND	217
LK-6175155	Dunakadeniya North	Dunakadeniya North	GND	451
LK-6175160	Udadeniya	Udadeniya	GND	334
LK-6175165	Meegahapelessa	Meegahapelessa	GND	431
LK-6175170	Bibiladeniya	Bibiladeniya	GND	614
LK-6175175	Ammanamulla	Ammanamulla	GND	263
LK-6175180	Walpitagama	Walpitagama	GND	336
LK-6175185	Horathepola	Horathepola	GND	455
LK-6175190	Nawasigahawatta	Nawasigahawatta	GND	385
LK-6175195	Kootharippuwa	Kootharippuwa	GND	283
LK-6175200	Dunakadeniya South	Dunakadeniya South	GND	523
LK-6175205	Kumbukgahamulla	Kumbukgahamulla	GND	298
LK-6175210	Ilippugamuwa	Ilippugamuwa	GND	394
LK-6175215	Kumara Udawela	Kumara Udawela	GND	280
LK-6178	Pannala	Pannala	DSD	38853
LK-6178005	Gallehemulla	Gallehemulla	GND	333
LK-6178010	Nabirittankadawara	Nabirittankadawara	GND	667
LK-6178015	Udugama	Udugama	GND	450
LK-6178020	Pethigodagedara	Pethigodagedara	GND	456
LK-6178025	Eriyagolla	Eriyagolla	GND	835
LK-6178030	Yatattawala	Yatattawala	GND	335
LK-6178035	Thelambugammana	Thelambugammana	GND	333
LK-6178040	Ingaradavula	Ingaradavula	GND	327
LK-6178045	Mohottawa	Mohottawa	GND	284
LK-6178050	Batapotha Ela	Batapotha Ela	GND	405
LK-6178055	Katugampala	Katugampala	GND	464
LK-6178060	Hamanagoda	Hamanagoda	GND	242
LK-6178065	Mummana	Mummana	GND	392
LK-6178070	Wattegedara	Wattegedara	GND	334
LK-6178075	Wettewa	Wettewa	GND	397
LK-6178080	Kavudumunna	Kavudumunna	GND	461
LK-6178085	Hamangalla	Hamangalla	GND	379
LK-6178090	Narangoda South	Narangoda South	GND	285
LK-6178095	Narangoda North	Narangoda North	GND	435
LK-6178100	Erepola	Erepola	GND	463
LK-6178105	Madigepola	Madigepola	GND	224
LK-6178110	Hengawa	Hengawa	GND	367
LK-6178115	Paragammana	Paragammana	GND	491
LK-6178120	Nedalagamuwa North	Nedalagamuwa North	GND	481
LK-6178125	Nedalagamuwa South	Nedalagamuwa South	GND	506
LK-6178130	Yayamulla	Yayamulla	GND	302
LK-6178135	Raddalana	Raddalana	GND	339
LK-6178140	Waguruwela	Waguruwela	GND	253
LK-6178145	Muthugalayagama	Mutugalayayagama	GND	463
LK-6178150	Kandepola	Kandepola	GND	437
LK-6178155	Hundirapola	Hundirapola	GND	449
LK-6178160	Welpalla	Welpalla	GND	359
LK-6178165	Daraluwa	Daraluwa	GND	574
LK-6178170	Hunuvila	Hunuvila	GND	330
LK-6178175	Kongoda	Kongoda	GND	285
LK-6178180	Werahera	Werahera	GND	493
LK-6178185	Bowatta	Bowatta	GND	421
LK-6178190	Koodalupotta	Koodalupotta	GND	568
LK-6178195	Bammanna	Bammanna	GND	500
LK-6178200	Kadirapola	Kadirapola	GND	308
LK-6178205	Mahingamuwa	Mahingamuwa	GND	518
LK-6178210	Dodampotta	Dodampotta	GND	278
LK-6178215	Konduruwawela	Konduruwawela	GND	345
LK-6178220	Meddepola Pahala	Meddepola Pahala	GND	401
LK-6178225	Maharagama	Maharagama	GND	635
LK-6178230	Meddepola Ihala	Meddepola Ihala	GND	222
LK-6178235	Siyambalawalana	Siyambalawalana	GND	203
LK-6178240	Ihala Labbala	Ihala Labbala	GND	242
LK-6178245	Ihala Kotuwella	Ihala Kotuwella	GND	347
LK-6178250	Horawadunna	Horawadunna	GND	482
LK-6178255	Elabadagama East	Elabadagama East	GND	863
LK-6178260	Elabadagama North	Elabadagama North	GND	654
LK-6178265	Elabadagama West	Elabadagama West	GND	754
LK-6178270	Mookalana	Mookalana	GND	250
LK-6178275	Makandura Ihala	Makandura Ihala	GND	857
LK-6178280	Elivila	Elivila	GND	377
LK-6178285	Gonulla East	Gonulla East	GND	336
LK-6178290	Indivinna	Indivinna	GND	469
LK-6178295	Hettirippuwa	Hettirippuwa	GND	327
LK-6178300	Villiyagama	Villiyagama	GND	307
LK-6178305	Gonulla West	Gonulla West	GND	460
LK-6178310	Irabadagama	Irabadagama	GND	646
LK-6178315	Wetakeyawa	Wetakeyawa	GND	518
LK-6178320	Makandura Pahala	Makandura Pahala	GND	463
LK-6178325	Panwalakumbura	Panwalakumbura	GND	524
LK-6178330	Hendiyagala	Hendiyagala	GND	733
LK-6178335	Sandalankawa	Sandalankawa	GND	588
LK-6178340	Thambakanda	Thambakanda	GND	341
LK-6178345	Nalawalana	Nalawalana	GND	583
LK-6178350	Medirivila	Medirivila	GND	408
LK-6178355	Pahala Galayaya	Pahala Galayaya	GND	605
LK-6178360	Ihala Galayaya	Ihala Galayaya	GND	421
LK-6178365	Pannala	Pannala	GND	618
LK-6178370	Kekillapitiya	Kekillapitiya	GND	456
LK-6178375	Maholawa	Maholawa	GND	640
LK-6178380	Thalammehera	Thalammehera	GND	724
LK-6178385	Badabedda	Badabedda	GND	678
LK-6178390	Kohombapola	Kohombapola	GND	322
LK-6178395	Elibichchiya	Elibichchiya	GND	310
LK-6178400	Mellawalana	Mellawalana	GND	483
LK-6178405	Pahala Labbala	Pahala Labbala	GND	316
LK-6178410	Bopitiya	Bopitiya	GND	602
LK-6178415	Balawala	Balawala	GND	366
LK-6178420	Mattegama	Mattegama	GND	468
LK-6178425	Wellewa	Wellewa	GND	574
LK-6178430	Narangamuwa	Narangamuwa	GND	337
LK-6178435	Malgamuwa	Malgamuwa	GND	375
LK-6181	Narammala	Narammala	DSD	17026
LK-6181005	Pahamune	Pahamune	GND	413
LK-6181010	Kadahapola	Kadahapola	GND	520
LK-6181015	Penthenigoda	Penthenigoda	GND	429
LK-6181020	Ganegoda	Ganegoda	GND	157
LK-6181025	Meewewa	Meewewa	GND	221
LK-6181030	Dangolla	Dangolla	GND	297
LK-6181035	Meewewa/ Bemmullegedara	Meewewa / Bemmullegedara	GND	246
LK-6181040	Puwakgahakotuwa	Puwakgahakotuwa	GND	215
LK-6181045	Polgahayaya	Polgahayaya	GND	415
LK-6181050	Ginigathpitiya	Ginigathpitiya	GND	361
LK-6181055	Dambagirigama East	Dambagirigama East	GND	356
LK-6181060	Medagoda	Medagoda	GND	245
LK-6181065	Dambagirigama West	Dambagirigama West	GND	305
LK-6181070	Narammala	Narammala	GND	550
LK-6181075	Ranawatta	Ranawatta	GND	304
LK-6181080	Senanayaka Colony	Senanayaka Colony	GND	157
LK-6181085	Kottapitiya	Kottapitiya	GND	153
LK-6181090	Ambagammana	Ambagammana	GND	258
LK-6181095	Yakkavita	Yakkavita	GND	191
LK-6181100	Halwella	Halwella	GND	780
LK-6181105	Rammuthugala	Rammuthugala	GND	191
LK-6181110	Welikumbura	Welikumbura	GND	288
LK-6181115	Dampelessa	Dampelessa	GND	316
LK-6181120	Kivulegedara	Kivulegedara	GND	379
LK-6181125	Polwattegedara	Polwattegedara	GND	274
LK-6181130	Karalappala	Karalappala	GND	178
LK-6181135	Embalapola	Embalapola	GND	120
LK-6181140	Weragala	Weragala	GND	243
LK-6181145	Rangallepola	Rangallepola	GND	221
LK-6181150	Nakalagamuwa	Nakalagamuwa	GND	174
LK-6181155	Godakooruwa	Godakooruwa	GND	283
LK-6181160	Kivulgalla	Kivulgalla	GND	715
LK-6181165	Eriyagolla	Eriyagolla	GND	211
LK-6181170	Metiyagane West	Metiyagane West	GND	201
LK-6181175	Maravita	Maravita	GND	415
LK-6181180	Muthugala East	Muthugala East	GND	314
LK-6181185	Metiyagane East	Metiyagane East	GND	335
LK-6181190	Kasungama	Kasungama	GND	324
LK-6181195	Pelawatta	Pelawatta	GND	315
LK-6181200	Pothupitiya	Pothupitiya	GND	256
LK-6181205	Muthugala West	Muthugala West	GND	250
LK-6181210	Dambadeniya South	Dambadeniya South	GND	563
LK-6181215	Dambadeniya North	Dambadeniya North	GND	185
LK-6181220	Udawelawatta	Udawelawatta	GND	263
LK-6181225	Riligala	Riligala	GND	536
LK-6181230	Athuruwala	Athuruwala	GND	550
LK-6181235	Puskoladeniya	Puskoladeniya	GND	322
LK-6181240	Delikanu Anga	Delikanu Anga	GND	246
LK-6181245	Kudagammana	Kudagammana	GND	388
LK-6181250	Riloluwa	Riloluwa	GND	218
LK-6181255	Handapangala	Handapangala	GND	277
LK-6181260	Paranagama	Paranagama	GND	199
LK-6181265	Marandagolla	Maradagolla	GND	430
LK-6181270	Epaladeniya	Epaladeniya	GND	273
LK-6184	Alawwa	Alawwa	DSD	19020
LK-6184005	Vilgamuwa	Vilgamuwa	GND	235
LK-6184010	Vilgamuwa Watta	Vilgamuwa Watta	GND	182
LK-6184015	Wennoruwa West	Wennoruwa West	GND	261
LK-6184020	Wennoruwa East	Wennoruwa East	GND	308
LK-6184025	Damunupola	Damunupola	GND	203
LK-6184030	Pannala	Pannala	GND	298
LK-6184035	Nungamuwa Pahala	Nungamuwa Pahala	GND	211
LK-6184040	Wadawa	Wadawa	GND	247
LK-6184045	Nungamuwa Ihala	Nungamuwa Ihala	GND	185
LK-6184050	Dehelgamuwa	Dehelgamuwa	GND	196
LK-6184055	Ihala Wettewa	Ihala Wettewa	GND	256
LK-6184060	Kiriwanapola	Kiriwanapola	GND	281
LK-6184065	Kandegedara South	Kandegedara South	GND	220
LK-6184070	Welikare	Welikare	GND	238
LK-6184075	Galgamuwa North	Galgamuwa North	GND	265
LK-6184080	Galgamuwa South	Galgamuwa South	GND	229
LK-6184085	Pangolla	Pangolla	GND	230
LK-6184090	Kandegedara North	Kandegedara North	GND	269
LK-6184095	Divulgahakotuwa	Divulgahakotuwa	GND	203
LK-6184100	Waduwawa	Waduwawa	GND	435
LK-6184105	Lewdeniya	Lewdeniya	GND	226
LK-6184110	Poramadala	Poramadala	GND	339
LK-6184115	Galatharaya	Galatharaya	GND	142
LK-6184120	Hinnarapola	Hinnarapola	GND	192
LK-6184125	Nugawela	Nugawela	GND	434
LK-6184130	Maharachchimulla	Maharachchimulla	GND	222
LK-6184135	Pahala Kalalpitiya	Pahala Kalalpitiya	GND	332
LK-6184140	Henduwawa	Henduwawa	GND	226
LK-6184145	Kendagolla	Kendagolla	GND	228
LK-6184150	Boyawalana	Boyawalana	GND	231
LK-6184155	Henduwawa Colony	Henduwawa Colony	GND	336
LK-6184160	Ihala Kalalpitiya	Ihala Kalalpitiya	GND	218
LK-6184165	Medagampola	Medagampola	GND	292
LK-6184170	Maldeniya	Maldeniya	GND	178
LK-6184175	Koholana	Koholana	GND	520
LK-6184180	Ihala Walakumbura	Ihala Walakumbura	GND	364
LK-6184185	Yatigaloluwa	Yatigaloluwa	GND	319
LK-6184190	Pahala Walakumbura	Pahala Walakumbura	GND	327
LK-6184195	Alawwa South	Alawwa South	GND	618
LK-6184200	Alawwa North	Alawwa North	GND	582
LK-6184205	Kebellavita	Kebellavita	GND	207
LK-6184210	Humbuluwa East	Humbuluwa East	GND	378
LK-6184215	Humbuluwa West	Humbuluwa West	GND	504
LK-6184220	Imbulgoda	Imbulgoda	GND	184
LK-6184225	Keppitiwalana	Keppitiwalana	GND	414
LK-6184230	Madawala	Madawala	GND	269
LK-6184235	Othara Kiruwampola	Othara Kiruwampola	GND	205
LK-6184240	Nebadawathura	Nebadawathura	GND	259
LK-6184245	Galdeniya	Galdeniya	GND	151
LK-6184250	Kanameewala	Kanameewala	GND	201
LK-6184255	Wedeniya	Wedeniya	GND	246
LK-6184260	Nawathalwatta	Nawathalwatta	GND	388
LK-6184265	Thumbulla	Thumbulla	GND	432
LK-6184270	Abbowa	Abbowa	GND	647
LK-6184275	Paramaulla	Paramaulla	GND	497
LK-6184280	Galpottepola	Galpottepola	GND	267
LK-6184285	Miriheliya	Miriheliya	GND	346
LK-6184290	Pallemorugama	Pallemorugama	GND	178
LK-6184295	Udakekulawala	Udakekulawala	GND	217
LK-6184300	Udagankanda	Udagankanda	GND	297
LK-6184305	Wewala	Wewala	GND	252
LK-6184310	Pallekekulawala	Pallekekulawala	GND	205
LK-6184315	Yattalgoda	Yattalgoda	GND	190
LK-6184320	Bowala	Bowala	GND	270
LK-6184325	Bujjomuwa	Bujjomuwa	GND	334
LK-6184330	Kendahena	Kendahena	GND	204
LK-6187	Polgahawela	Polgahawela	DSD	18944
LK-6187005	Ahugoda East	Ahugoda East	GND	298
LK-6187010	Amunugama	Amunugama	GND	297
LK-6187015	Gammana	Gammana	GND	205
LK-6187020	Pothuhera East	Pothuhera East	GND	212
LK-6187025	Pothuhera West	Pothuhera West	GND	392
LK-6187030	Ahugoda Meda	Ahugoda Meda	GND	171
LK-6187035	Ahugoda West	Ahugoda West	GND	175
LK-6187040	Mahapitiya	Mahapitiya	GND	161
LK-6187045	Dewategedara	Dewate Gedara	GND	69
LK-6187050	Hiripathwella	Hiripathwella	GND	222
LK-6187055	Ginneriya	Ginneriya	GND	111
LK-6187060	Wadakada	Wadakada	GND	217
LK-6187065	Habarawa	Habarawa	GND	153
LK-6187070	Embalawatta	Embalawatta	GND	116
LK-6187075	Lihinigiriya	Lihinigiriya	GND	141
LK-6187080	Medalassa Kalugamuwa	Medalassa Kalugamuwa	GND	126
LK-6187085	Yatihena	Yatihena	GND	102
LK-6187090	Maningamuwa	Maningamuwa	GND	142
LK-6187095	Mawathagama	Mawathagama	GND	155
LK-6187100	Mandawela	Mandawela	GND	160
LK-6187105	Kureepotta	Kureepotta	GND	207
LK-6187110	Arambepola	Arambepola	GND	202
LK-6187115	Handugala	Handugala	GND	367
LK-6187120	Bevilgamuwa East	Bevilgamuwa East	GND	276
LK-6187125	Bevilgamuwa West	Bevilgamuwa West	GND	120
LK-6187130	Thiyador Watta	Thiyador Watta	GND	166
LK-6187135	Dembegoda	Dembegoda	GND	129
LK-6187140	Imbulana	Imbulana	GND	153
LK-6187145	Kebilittawala	Kebilittawala	GND	192
LK-6187150	Egalla	Egalla	GND	293
LK-6187155	Gallenamulla	Gallenamulla	GND	206
LK-6187160	Udapola	Udapola	GND	182
LK-6187165	Kaluhendiwala	Kaluhendiwala	GND	101
LK-6187170	Thalawattegedara	Thalawattegedara	GND	215
LK-6187175	Kolambalamulla	Kolambalamulla	GND	121
LK-6187180	Parabevila	Parabevila	GND	397
LK-6187185	Koradoluwa	Koradoluwa	GND	217
LK-6187190	Walagammulla	Walagammulla	GND	198
LK-6187195	Kendahena	Kendahena	GND	97
LK-6187200	Polpitiya North	Polpitiya North	GND	112
LK-6187205	Poojapitiya	Poojapitiya	GND	80
LK-6187210	Polambe	Polambe	GND	81
LK-6187215	Hondella	Hondella	GND	322
LK-6187220	Imbulgoda	Imbulgoda	GND	190
LK-6187225	Barahelagamuwa	Barahelagamuwa	GND	175
LK-6187230	Dewalepola	Dewalepola	GND	234
LK-6187235	Ihala Udapola	Ihala Udapola	GND	140
LK-6187240	Divulkumbura	Divulkumbura	GND	157
LK-6187245	Bandawa	Bandawa	GND	613
LK-6187250	Hathalispahuwa	Hathalispahuwa	GND	140
LK-6187255	Rathmalgoda	Rathmalgoda	GND	276
LK-6187260	Kollura	Kollura	GND	152
LK-6187265	Wellewa	Wellewa	GND	305
LK-6187270	Polpitiya South	Polpitiya South	GND	161
LK-6187275	Nahakotamada	Nahakotamada	GND	115
LK-6187280	Aragoda	Aragoda	GND	240
LK-6187285	Sunilagama	Sunilagama	GND	203
LK-6187290	Denagamuwa	Denagamuwa	GND	469
LK-6187295	Madalagama	Madalagama	GND	255
LK-6187300	Godawela	Godawela	GND	194
LK-6187305	Kotambule	Kotambule	GND	201
LK-6187310	Mawatta	Mawatta	GND	218
LK-6187315	Weeragala	Weeragala	GND	138
LK-6187320	Yogamuwakanda	Yogamuwakanda	GND	114
LK-6187325	Epakanda	Epakanda	GND	345
LK-6187330	Ganegoda North	Ganegoda North	GND	169
LK-6187335	Delgolla	Delgolla	GND	268
LK-6187340	Gorokgahapotta	Gorokgahapotta	GND	204
LK-6187345	Godigamuwa	Godigamuwa	GND	298
LK-6187350	Udukedeniya	Udukedeniya	GND	271
LK-6187355	Panaliya North	Panaliya North	GND	261
LK-6187360	Tenpana	Tenpana	GND	291
LK-6187365	Kuleepitiya North	Kuleepitiya North	GND	235
LK-6187370	Ganegoda South	Ganegoda South	GND	264
LK-6187375	Polgahawela North	Polgahawela North	GND	352
LK-6187380	Meddalanda	Meddalanda	GND	373
LK-6187385	Morugama	Morugama	GND	312
LK-6187390	Galbadagama	Galbadagama	GND	196
LK-6187395	Weligodapitiya	Weligodapitiya	GND	304
LK-6187400	Polgahawela South	Polgahawela South	GND	475
LK-6187405	Kuleepitiya South	Kuleepitiya South	GND	318
LK-6187410	Serapees Watta	Serapees Watta	GND	326
LK-6187415	Panaliya South	Panaliya South	GND	250
