region_id	region_name	region_name_in_data	region_ent_type	single_house_single_storeyed	single_house_two_storeyed	single_house_more_than_two_storeyed	attached_house_1st_floor	attached_house_2nd_floor	attached_house_from_3_to_4_floors	attached_house_from_5_to_10_floors	attached_house_from_11_to_19_floors	attached_house_from_20_floors_or_more	other
LK-7163140	Kandulegama	Kandule Gama	GND	69	1	0	0	0	0	0	0	0	0
LK-7163145	Kandulugamuwa	Kandulugamuwa	GND	165	8	0	0	0	0	0	0	0	0
LK-7163150	Siyambalangamuwa South	Siyambalangamuwa South	GND	206	3	0	0	0	0	0	0	0	0
LK-7166	Palagala	Palagala	DSD	10676	376	7	2	0	0	0	0	0	0
LK-7166005	Nelliyagama	Nelliyagama	GND	319	17	0	0	0	0	0	0	0	0
LK-7166010	Balaluwewa 2	Balaluwewa 2	GND	244	43	0	0	0	0	0	0	0	0
LK-7166015	Balaluwewa1	Balaluwewa	GND	264	10	0	0	0	0	0	0	0	0
LK-7166020	Pahalagama	Pahalagama	GND	211	5	0	1	0	0	0	0	0	0
LK-7166025	Karavilagala	Karavilagala	GND	125	3	0	1	0	0	0	0	0	0
LK-7166030	Gam Sabha Halmilla Wewa	Gam Sabha Halmilla Wewa	GND	408	17	0	0	0	0	0	0	0	0
LK-7166035	Gonadeniyagama	Gonadeniyagama	GND	290	6	0	0	0	0	0	0	0	0
LK-7166040	Meewewa	Meewewa	GND	119	4	0	0	0	0	0	0	0	0
LK-7166045	Ambagaswewa	Ambagaswewa	GND	192	3	0	0	0	0	0	0	0	0
LK-7166050	Wambatuwewa	Wambatuwewa	GND	194	8	0	0	0	0	0	0	0	0
LK-7166055	Hinguruwewa	Hinguruwewa	GND	256	12	0	0	0	0	0	0	0	0
LK-7166060	Kirindiwatta	Kirindiwatta	GND	264	3	0	0	0	0	0	0	0	0
LK-7166065	Aluth Galkiriyagama	Aluth Galkiriyagama	GND	344	15	0	0	0	0	0	0	0	0
LK-7166070	Daniyagama	Daniyagama	GND	330	20	3	0	0	0	0	0	0	0
LK-7166075	Undurawa Halmilla Wewa	Undurawa Halmillawewa	GND	220	8	0	0	0	0	0	0	0	0
LK-7166080	Katukeliyawa	Katukeliyawa	GND	354	14	0	0	0	0	0	0	0	0
LK-7166085	Aluth Kadadugama	Aluth Kadadugama	GND	413	12	1	0	0	0	0	0	0	0
LK-7166090	Ranawa	Ranawa	GND	534	26	0	0	0	0	0	0	0	0
LK-7166095	Hinguruwelpitiya	Hinguruwelpitiya	GND	343	9	0	0	0	0	0	0	0	0
LK-7166100	Anakatawewa	Anakatawewa	GND	500	20	0	0	0	0	0	0	0	0
LK-7166105	Giranegama	Giranegama	GND	686	19	2	0	0	0	0	0	0	0
LK-7166110	Dambulu Halmilla Wewa	Dambuluhalmillawewa	GND	377	18	0	0	0	0	0	0	0	0
LK-7166115	Narangaswewa	Narangaswewa	GND	394	3	0	0	0	0	0	0	0	0
LK-7166120	Ulpathagama	Ulpathagama	GND	358	10	0	0	0	0	0	0	0	0
LK-7166125	Ellawewa	Ellawewa	GND	379	3	0	0	0	0	0	0	0	0
LK-7166130	Andiyagala	Andiyagala	GND	265	15	1	0	0	0	0	0	0	0
LK-7166135	Maneruwa	Maneruwa	GND	214	5	0	0	0	0	0	0	0	0
LK-7166140	Ipulwehera	Ipulwehera	GND	263	8	0	0	0	0	0	0	0	0
LK-7166145	Gambirigaswewa	Gambirigaswewa	GND	189	5	0	0	0	0	0	0	0	0
LK-7166150	Parawahagama	Parawahagama	GND	276	9	0	0	0	0	0	0	0	0
LK-7166155	Kalugala	Kalugala	GND	394	2	0	0	0	0	0	0	0	0
LK-7166160	Pelbendiyawa	Pelbendiyawa	GND	224	1	0	0	0	0	0	0	0	0
LK-7166165	Morotte Gama	Morottegama	GND	311	8	0	0	0	0	0	0	0	0
LK-7166170	Dematagollagama	Dematagollagama	GND	204	10	0	0	0	0	0	0	0	0
LK-7166175	Budugehinna	Budugehinna	GND	218	5	0	0	0	0	0	0	0	0
LK-72	Polonnaruwa	Polonnaruwa	DISTRICT	118981	6958	229	155	63	87	1	0	0	8
LK-7203	Higurakgoda	Hingurakgoda	DSD	18597	1475	43	14	9	1	0	0	0	2
LK-7203005	Sinhagama	Sinhagama	GND	499	8	0	0	0	0	0	0	0	0
LK-7203010	Galoya	Galoya	GND	441	6	0	0	0	0	0	0	0	0
LK-7203015	Rotawewa	Rotawewa	GND	453	11	0	0	0	0	0	0	0	0
LK-7203020	Rathmale	Rathmale	GND	294	6	0	0	0	0	0	0	0	0
LK-7203025	Paluwaddana	Paluwaddana	GND	264	4	0	2	0	0	0	0	0	0
LK-7203030	Yodha Ela	Yodha Ela	GND	500	13	1	0	0	0	0	0	0	0
LK-7203035	Yatiyalpathana	Yatiyalpathana	GND	434	20	0	0	0	0	0	0	0	0
LK-7203040	Rankothgama	Rankothgama	GND	359	24	0	0	0	0	0	0	0	0
LK-7203045	Siriketha	Siriketha	GND	306	10	0	0	0	0	0	0	0	0
LK-7203050	Kumaragama	Kumaragama	GND	277	13	0	0	0	0	0	0	0	0
LK-7203055	Samapura	Samapura	GND	433	132	8	1	1	0	0	0	0	0
LK-7203060	Kimbulawala	Kimbulawala	GND	421	17	0	0	0	0	0	0	0	0
LK-7203065	Ulpathwewa	Ulpathwewa	GND	415	4	1	0	0	0	0	0	0	0
LK-7203070	Minihirigama	Minihirigama	GND	253	16	0	0	0	0	0	0	0	0
LK-7203075	Moragaswewa	Moragaswewa	GND	745	22	2	3	1	0	0	0	0	0
LK-7203080	Mahasengama	Mahasengama	GND	305	6	0	1	0	0	0	0	0	0
LK-7203085	Bathgampattuwa	Bathgampaththuwa	GND	466	39	0	0	0	0	0	0	0	0
LK-7203090	Samagipura	Samagipura	GND	507	28	2	1	0	0	0	0	0	1
LK-7203095	Minneriya	Minneriya	GND	171	18	0	0	0	0	0	0	0	0
LK-7203100	Pasiyawewa	Pasiyawewa	GND	378	19	0	0	0	0	0	0	0	0
LK-7203105	Akkara 70	Akkara 70	GND	463	28	1	0	0	0	0	0	0	1
LK-7203110	R.B. 01	R.B. 01	GND	474	42	4	0	0	0	0	0	0	0
LK-7203115	Pulathisigama	Pulathisigama	GND	236	103	4	0	1	0	0	0	0	0
LK-7203120	Ulkatupotha	Ulkatupotha	GND	554	94	10	1	0	0	0	0	0	0
LK-7203125	Bopura	Bopura	GND	368	61	0	0	1	0	0	0	0	0
LK-7203130	Jayapura	Jayapura	GND	230	42	1	4	2	1	0	0	0	0
LK-7203135	Hinguraka Bandaragama	Hinguraka Bandaragama	GND	277	28	0	0	0	0	0	0	0	0
LK-7203140	Hinguraka	Hinguraka	GND	223	32	1	0	0	0	0	0	0	0
LK-7203145	Hathamuna	Hathamuna	GND	381	32	0	0	0	0	0	0	0	0
LK-7203150	Hingurakgoda	Hingurakgoda	GND	122	26	0	0	3	0	0	0	0	0
LK-7203155	Bubula	Bubula	GND	226	17	1	0	0	0	0	0	0	0
LK-7203160	Raja Ela	Raja Ela	GND	400	30	0	0	0	0	0	0	0	0
LK-7203165	Rajaelagama	Raja Ela Gama	GND	346	14	0	0	0	0	0	0	0	0
LK-7203170	Muwanpelessa	Muwanpelessa	GND	318	12	0	0	0	0	0	0	0	0
LK-7203175	C.P.Pura	C.P.Pura	GND	317	19	1	0	0	0	0	0	0	0
LK-7203180	Girithale	Girithale	GND	335	23	0	0	0	0	0	0	0	0
LK-7203185	Girithale Puranagama	Girithale Puranagama	GND	200	16	1	1	0	0	0	0	0	0
LK-7203190	Girithale Colony	Girithale Colony	GND	407	21	1	0	0	0	0	0	0	0
LK-7203195	Henkolawela	Henkolawela	GND	339	22	0	0	0	0	0	0	0	0
LK-7203200	Jayanthipura	Jayanthipura	GND	391	56	2	0	0	0	0	0	0	0
LK-7203205	Unagalavehera West	Unagalavehera West	GND	440	24	0	0	0	0	0	0	0	0
LK-7203210	Unagalavehera East	Unagalavehera East	GND	240	11	0	0	0	0	0	0	0	0
LK-7203215	Chandanapokuna	Chandana Pokuna	GND	344	23	0	0	0	0	0	0	0	0
LK-7203220	Nagapokuna	Nagapokuna	GND	272	21	0	0	0	0	0	0	0	0
LK-7203225	Yaya 12 Pedesa	Track 12 Pedesa	GND	235	115	1	0	0	0	0	0	0	0
LK-7203230	Chethiyagirigama	Chethiyagirigama	GND	237	36	1	0	0	0	0	0	0	0
LK-7203235	Weeragama	Weeragama	GND	228	19	0	0	0	0	0	0	0	0
LK-7203240	Yaya 05 Pedesa	Track 05 Pedesa	GND	258	21	0	0	0	0	0	0	0	0
LK-7203245	Wijayarajawewa	Wijayaraja Wewa	GND	478	20	0	0	0	0	0	0	0	0
LK-7203250	Agbopura	Agbopura	GND	417	12	0	0	0	0	0	0	0	0
LK-7203255	Katukeliyawa	Katukeliyawa	GND	256	12	0	0	0	0	0	0	0	0
LK-7203260	Sudukanda - Nikawewa	Sudukanda - Nikawewa	GND	296	12	0	0	0	0	0	0	0	0
LK-7203265	Thambalawewa	Thambalawewa	GND	368	15	0	0	0	0	0	0	0	0
LK-7206	Medirigiriya	Medirigiriya	DSD	19385	1046	43	13	10	13	0	0	0	0
LK-7206005	Wedikachchiya	Wedikachchiya	GND	793	13	0	0	0	0	0	0	0	0
LK-7206010	Jayathugama	Jayathugama	GND	412	12	0	0	0	0	0	0	0	0
LK-7206015	Ekamuthugama	Ekamuthugama	GND	350	11	0	0	0	0	0	0	0	0
LK-7206020	Meegaswewa	Meegaswewa	GND	516	22	0	0	0	0	0	0	0	0
LK-7206025	Palliyagodella	Palliyagodella	GND	222	0	0	0	0	0	0	0	0	0
LK-7206030	Wadigawewa	Wadigawewa	GND	340	5	0	0	0	0	0	0	0	0
LK-7206035	Senarathpura	Senarathpura	GND	628	18	0	0	0	0	0	0	0	0
LK-7206040	Etambaoya	Etambaoya	GND	315	4	0	0	0	0	0	0	0	0
LK-7206045	Kavuduluwewa	Kavuduluwewa (Ralapanawa)	GND	587	18	0	0	0	0	0	0	0	0
LK-7206050	Meniksorowwa	Meniksorowwa	GND	309	5	1	0	0	0	0	0	0	0
LK-7206055	Bisobandara	Bisobandara	GND	485	36	0	0	0	0	0	0	0	0
LK-7206060	Thissapura	Thissapura	GND	274	3	0	0	0	0	0	0	0	0
LK-7206065	Abhayapuragama	Abhayapuragama	GND	465	42	1	0	0	0	0	0	0	0
LK-7206070	New Town	New Town	GND	636	42	0	0	0	0	0	0	0	0
LK-7206075	Diggalpura	Diggalpura	GND	374	19	0	0	0	0	0	0	0	0
LK-7206080	Wedehapura	Wedehapura	GND	360	23	0	0	0	0	0	0	0	0
LK-7206085	Bisobandaragama	Bisobandara Gama	GND	489	15	0	0	0	0	0	0	0	0
LK-7206090	Ambagaswewa	Ambagaswewa	GND	613	31	2	0	0	0	0	0	0	0
LK-7206095	Jayagampura	Jayagampura	GND	204	7	0	0	0	0	0	0	0	0
LK-7206100	Nagarapura	Nagarapura	GND	275	18	0	0	0	0	0	0	0	0
LK-7206105	Kumudupura	Kumudupura	GND	323	5	0	0	0	0	0	0	0	0
LK-7206110	Damsopura	Damsopura	GND	568	13	0	0	0	0	0	0	0	0
LK-7206115	Aluthwewa	Aluthwewa	GND	415	10	0	0	0	0	0	0	0	0
LK-7206120	Thalakolawewa	Thalakolawewa	GND	480	9	0	0	0	0	0	0	0	0
LK-7206125	Ihalagama	Ihalagama	GND	493	28	0	1	0	0	0	0	0	0
LK-7206130	Wijayapura	Wijayapura	GND	259	22	0	0	0	0	0	0	0	0
LK-7206135	Bisouyana	Bisouyana	GND	460	16	0	0	0	0	0	0	0	0
LK-7206140	Diyasenpura	Diyasenpura	GND	443	80	6	1	0	0	0	0	0	0
LK-7206145	Gajabapura	Gajabapura	GND	514	20	1	0	0	0	0	0	0	0
LK-7206150	Kavudulugama	Kavudulugama	GND	248	33	0	0	0	0	0	0	0	0
LK-7206155	Mandalagiriya	Mandalagiriya	GND	351	44	1	0	0	0	0	0	0	0
LK-7206160	Medirigiriya	Medirigiriya	GND	617	162	22	9	8	12	0	0	0	0
LK-7206165	Viharagama	Viharagama	GND	384	12	2	0	1	1	0	0	0	0
LK-7206170	Divulankadawala	Divulankadawala	GND	543	25	1	0	0	0	0	0	0	0
LK-7206175	Nelumpokuna	Nelumpokuna	GND	367	21	0	0	1	0	0	0	0	0
LK-7206180	Thissa Amuna	Thissa Amuna	GND	500	28	0	1	0	0	0	0	0	0
LK-7206185	Kusumpokuna	Kusumpokuna	GND	414	17	1	0	0	0	0	0	0	0
LK-7206190	Wijayarajapura	Wijayarajapura	GND	266	23	2	0	0	0	0	0	0	0
LK-7206195	Perakumpura	Perakumpura	GND	389	22	0	0	0	0	0	0	0	0
LK-7206200	Kahambiliyawa	Kahambiliyawa	GND	408	19	0	0	0	0	0	0	0	0
LK-7206205	Akbarpura	Akbarpura	GND	244	1	0	0	0	0	0	0	0	0
LK-7206210	Sansungama	Sansungama	GND	317	24	0	0	0	0	0	0	0	0
LK-7206215	Veheragala	Veheragala	GND	422	21	1	0	0	0	0	0	0	0
LK-7206220	Mahasenpura	Mahasenpura	GND	389	15	2	0	0	0	0	0	0	0
LK-7206225	Yudhaganawa	Yudhaganawa	GND	924	32	0	1	0	0	0	0	0	0
LK-7209	Lankapura	Lankapura	DSD	10797	544	10	9	4	0	0	0	0	0
LK-7209005	Weli Ela	Weli Ela	GND	331	20	1	0	0	0	0	0	0	0
LK-7209010	Mahakirimetiya	Maha Kirimetiya	GND	243	11	0	0	0	0	0	0	0	0
LK-7209015	Buddhayaya	Buddhayaya	GND	312	14	1	0	0	0	0	0	0	0
LK-7209020	Sungavila	Sungavila	GND	334	3	0	0	0	0	0	0	0	0
LK-7209025	Jayabima	Jayabima	GND	154	11	0	0	0	0	0	0	0	0
LK-7209030	Jayapura	Jayapura	GND	793	17	0	1	0	0	0	0	0	0
LK-7209035	Nelumpura	Nelumpura	GND	479	25	0	0	0	0	0	0	0	0
LK-7209040	Patunugama	Patunugama	GND	338	6	0	0	0	0	0	0	0	0
LK-7209045	Munisirigama	Munisirigama	GND	258	16	0	0	0	0	0	0	0	0
LK-7209050	Pansalgodella	Pansalgodella	GND	346	22	1	2	1	0	0	0	0	0
LK-7209055	Galamuna	Galamuna	GND	185	11	0	0	0	0	0	0	0	0
LK-7209060	Hingurakdamana	Hingurakdamana	GND	296	30	1	0	1	0	0	0	0	0
LK-7209065	Gemunupura	Gemunupura	GND	473	21	0	0	0	0	0	0	0	0
LK-7209070	Senanayakapura	Senanayakapura	GND	277	18	0	0	0	0	0	0	0	0
LK-7209075	Debarella	Debarella	GND	378	19	0	0	0	0	0	0	0	0
LK-7209080	Somapura	Somapura	GND	348	17	0	0	0	0	0	0	0	0
LK-7209085	Abhayapura	Abhayapura	GND	433	22	0	0	0	0	0	0	0	0
LK-7209090	Sanghabodhi Gama	Sanghabodhigama	GND	309	8	0	0	0	0	0	0	0	0
LK-7209095	Pulasthigama	Pulasthigama	GND	422	34	0	0	1	0	0	0	0	0
LK-7209100	Kegalugama	Kegalugama	GND	401	29	1	0	0	0	0	0	0	0
LK-7209105	Thalpotha	Thalpotha	GND	334	15	0	0	0	0	0	0	0	0
LK-7209110	Bauddhartha Gama	Bauddhartha Gama	GND	463	46	2	0	0	0	0	0	0	0
LK-7209115	Lankapura	Lankapura	GND	376	21	0	0	0	0	0	0	0	0
LK-7209120	Rifaipura	Rifaipura	GND	599	23	0	0	1	0	0	0	0	0
LK-7209125	Alhilalpura	Alhilalpura	GND	798	39	0	0	0	0	0	0	0	0
LK-7209130	Thambala	Thambala	GND	668	30	2	3	0	0	0	0	0	0
LK-7209135	Onegama Muslimgama	Onegama Muslimgama	GND	57	0	0	0	0	0	0	0	0	0
LK-7209140	Weerapura	Weerapura	GND	392	16	1	3	0	0	0	0	0	0
LK-7210	Welikanda	Welikanda	DSD	10784	208	8	0	0	0	0	0	0	5
LK-7210005	Sinhapura	Sinhapura	GND	1133	17	0	0	0	0	0	0	0	1
LK-7210010	Kandakaduwa	Kandakaduwa	GND	101	0	0	0	0	0	0	0	0	0
LK-7210015	Katuwanvila West	Katuwanvila West	GND	297	1	0	0	0	0	0	0	0	0
LK-7210020	Katuwanvila East	Katuwanvila East	GND	654	13	2	0	0	0	0	0	0	0
LK-7210025	Kudapokuna	Kudapokuna	GND	327	3	0	0	0	0	0	0	0	0
LK-7210030	Muthuwella	Muthuwella	GND	175	4	0	0	0	0	0	0	0	0
LK-7210035	Mahindagama	Mahindagama	GND	1602	21	1	0	0	0	0	0	0	0
LK-7210040	Mangulpokuna	Mangulpokuna	GND	530	2	2	0	0	0	0	0	0	0
LK-7210045	Ruhunuketha	Ruhunuketha	GND	176	5	1	0	0	0	0	0	0	0
LK-7210050	Malvila	Malvila	GND	138	0	0	0	0	0	0	0	0	0
LK-7210055	Nawasenapura	Senapura	GND	453	12	1	0	0	0	0	0	0	0
LK-7210060	Muthugala	Muthugala	GND	248	1	0	0	0	0	0	0	0	4
LK-7210065	Alinchipothana	Alinchipothana	GND	0	0	0	0	0	0	0	0	0	0
LK-7210070	Madurangala	Madurangala	GND	241	4	1	0	0	0	0	0	0	0
LK-7210075	Malinda	Malinda	GND	142	0	0	0	0	0	0	0	0	0
LK-7210080	Sandunpitiya	Sandunpitiya	GND	481	5	0	0	0	0	0	0	0	0
LK-7210085	Susirigama	Susirigama	GND	327	13	0	0	0	0	0	0	0	0
LK-7210090	Monarathenna	Monarathenna	GND	220	9	0	0	0	0	0	0	0	0
LK-7210095	Welikanda	Welikanda	GND	319	9	0	0	0	0	0	0	0	0
LK-7210100	Kadawathmaduwa	Kadawathmaduwa	GND	270	5	0	0	0	0	0	0	0	0
LK-7210105	Bo-Atta	Bo-Atta	GND	255	1	0	0	0	0	0	0	0	0
LK-7210110	Menikwela	Menikwela	GND	297	10	0	0	0	0	0	0	0	0
LK-7210115	Sevanapitiya	Sevanapitiya	GND	341	24	0	0	0	0	0	0	0	0
LK-7210120	Mahawewa	Mahawewa	GND	453	5	0	0	0	0	0	0	0	0
LK-7210125	Karapola	Karapola	GND	412	4	0	0	0	0	0	0	0	0
LK-7210130	Ginidamana	Ginidamana	GND	284	14	0	0	0	0	0	0	0	0
LK-7210135	Borawewa	Borawewa	GND	185	4	0	0	0	0	0	0	0	0
LK-7210140	Nelumwewa	Nelumwewa	GND	243	7	0	0	0	0	0	0	0	0
LK-7210145	Rideepokuna	Rideepokuna	GND	195	6	0	0	0	0	0	0	0	0
LK-7210150	Aluthwewa	Aluthwewa	GND	285	9	0	0	0	0	0	0	0	0
LK-7212	Dimbulagala	Dimbulagala	DSD	23537	702	15	3	0	0	0	0	0	0
LK-7212005	Manampitiya	Manampitiya	GND	563	31	0	0	0	0	0	0	0	0
LK-7212010	Manampitiya East	Manampitiya East	GND	676	36	1	1	0	0	0	0	0	0
LK-7212015	Dalukana	Dalukana	GND	477	9	0	0	0	0	0	0	0	0
LK-7212020	Kudawewa	Kudawewa	GND	424	16	0	0	0	0	0	0	0	0
LK-7212025	Medagama	Medagama	GND	456	26	0	0	0	0	0	0	0	0
LK-7212030	Jayapura	Jayapura	GND	357	8	0	0	0	0	0	0	0	0
LK-7212035	Wijayabapura	Wijayabapura	GND	602	25	0	0	0	0	0	0	0	0
LK-7212040	Veheragama	Veheragama	GND	258	6	0	0	0	0	0	0	0	0
LK-7212045	Millana	Millana	GND	238	5	1	0	0	0	0	0	0	0
LK-7212050	Dimbulagala	Dimbulagala	GND	571	14	0	0	0	0	0	0	0	0
LK-7212055	Yakkure	Yakkure	GND	234	2	0	0	0	0	0	0	0	0
LK-7212060	Damanewewa	Damanewewa	GND	259	6	0	0	0	0	0	0	0	0
LK-7212065	Pihitiwewa	Pihitiwewa	GND	328	6	0	0	0	0	0	0	0	0
LK-7212070	Pahala Yakkure	Pahala Yakkure	GND	358	2	0	0	0	0	0	0	0	0
LK-7212075	Maguldamana	Maguldamana	GND	488	8	0	0	0	0	0	0	0	0
LK-7212080	Pelatiyawa	Pelatiyawa	GND	581	14	0	0	0	0	0	0	0	0
LK-7212085	Mahaulpatha	Mahaulpatha	GND	249	4	0	0	0	0	0	0	0	0
LK-7212090	Bogaswewa	Bogaswewa	GND	398	9	1	0	0	0	0	0	0	0
LK-7212095	Rathmalthenna	Rathmalthenna	GND	405	12	0	0	0	0	0	0	0	0
LK-7212100	Track 05 Aralaganvila	Track 05 Aralaganvila	GND	298	8	0	0	0	0	0	0	0	0
LK-7212105	Gomathiyaya	Gomathiyaya	GND	230	3	0	0	0	0	0	0	0	0
LK-7212110	Arunapura	Arunapura	GND	136	7	0	0	0	0	0	0	0	0
LK-7212115	Aralaganwila East	Aralaganvila	GND	466	29	3	0	0	0	0	0	0	0
LK-7212120	Aralaganvila West	Aralaganvila West	GND	739	50	2	0	0	0	0	0	0	0
LK-7212125	Weerana	Weerana	GND	300	3	1	0	0	0	0	0	0	0
LK-7212130	Bimpokuna	Bimpokuna	GND	315	5	0	0	0	0	0	0	0	0
LK-7212135	Pahala Ellewewa	Pahala Ellewewa	GND	430	16	0	0	0	0	0	0	0	0
LK-7212140	Kalukele	Kalukele	GND	726	28	1	0	0	0	0	0	0	0
LK-7212145	Navagaha Ela	Navagaha Ela	GND	315	7	0	0	0	0	0	0	0	0
LK-7212150	Nuwaragala	Nuwaragala	GND	371	6	0	0	0	0	0	0	0	0
LK-7212155	Bandanagala	Bandanagala	GND	358	12	0	0	0	0	0	0	0	0
LK-7212160	Ellewewa	Ellewewa	GND	633	22	0	0	0	0	0	0	0	0
LK-7212165	Ihala Ellewewa	Ihala Ellewewa	GND	526	8	1	0	0	0	0	0	0	0
LK-7212170	Mahadamana	Mahadamana	GND	447	6	0	0	0	0	0	0	0	0
LK-7212175	Pimburattewa West	Pimburattewa West	GND	297	15	0	1	0	0	0	0	0	0
LK-7212180	Divuldamana	Divuldamana	GND	426	20	0	0	0	0	0	0	0	0
LK-7212185	Nidanwala	Nidanwala	GND	190	3	0	1	0	0	0	0	0	0
LK-7212190	Ihalawewa	Ihalawewa	GND	368	11	0	0	0	0	0	0	0	0
LK-7212195	Pimburattewa East	Pimburattewa East	GND	397	3	0	0	0	0	0	0	0	0
LK-7212200	Aluthoya	Aluthoya	GND	533	14	0	0	0	0	0	0	0	0
LK-7212205	Veheragala	Veheragala	GND	349	17	1	0	0	0	0	0	0	0
LK-7212210	Warapitiya	Warapitiya	GND	856	6	0	0	0	0	0	0	0	0
LK-7212215	Gal Eliya	Gal Eliya	GND	242	6	0	0	0	0	0	0	0	0
LK-7212220	Weeralanda	Weeralanda	GND	218	4	0	0	0	0	0	0	0	0
LK-7212225	Sandagalathenna	Sandagalathenna	GND	575	15	1	0	0	0	0	0	0	0
LK-7212230	Ulpathwewa	Ulpathwewa	GND	242	1	0	0	0	0	0	0	0	0
LK-7212235	Alawakumbura	Alawakumbura	GND	637	17	1	0	0	0	0	0	0	0
LK-7212240	Kandegama	Kandegama	GND	401	2	0	0	0	0	0	0	0	0
LK-7212245	Kanichchagala	Kanichchagala	GND	259	6	0	0	0	0	0	0	0	0
LK-7212250	Kekuluwela	Kekulawela	GND	383	8	0	0	0	0	0	0	0	0
LK-7212255	Maldeniya	Maldeniya	GND	172	2	0	0	0	0	0	0	0	0
LK-7212260	Meewathpura	Mewathpura	GND	565	13	0	0	0	0	0	0	0	0
LK-7212265	Rankethgama	Rankethgama	GND	585	17	0	0	0	0	0	0	0	0
LK-7212270	Mudungama	Mudungama	GND	646	27	0	0	0	0	0	0	0	0
LK-7212275	Siripura	Siripura	GND	650	44	1	0	0	0	0	0	0	0
LK-7212280	Selasumgama	Selasumgama	GND	334	2	0	0	0	0	0	0	0	0
LK-7215	Thamankaduwa	Thamankaduwa	DSD	22492	2341	99	114	38	73	1	0	0	0
LK-7215005	Shanthipura	Shanthi Pura	GND	453	24	0	0	0	0	0	0	0	0
LK-7215010	Sinhapura	Sinha Pura	GND	314	19	1	0	0	0	0	0	0	0
LK-7215015	Wijayabahupura	Wijayabahu Pura	GND	282	18	0	0	0	0	0	0	0	0
LK-7215020	Unagalavehera South	Unagalavehera South	GND	255	15	0	0	0	0	0	0	0	0
LK-7215025	Laksha Uyana	Laksha Uyana	GND	572	13	0	2	0	0	0	0	0	0
LK-7215030	Sevagama	Sevagama	GND	472	53	0	0	0	0	0	0	0	0
LK-7215035	Wewethenna	Wewethenna	GND	247	18	0	1	0	0	0	0	0	0
LK-7215040	Monarathenna	Monarathenna	GND	343	14	0	0	0	0	0	0	0	0
LK-7215045	Damana Gemunupura	Damana Gemunupura	GND	294	2	0	0	0	0	0	0	0	0
LK-7215050	Kalinga Ela	Kalinga Ela	GND	390	21	0	0	0	0	0	0	0	0
LK-7215055	Onegama	Onegama	GND	237	10	0	0	0	0	0	0	0	0
LK-7215060	Sinharajapura	Sinharajapura	GND	304	10	0	0	0	0	0	0	0	0
LK-7215065	Pudur	Pudur	GND	199	3	0	1	0	0	0	0	0	0
LK-7215070	Medamaluwa	Medamaluwa	GND	319	15	0	0	0	0	0	0	0	0
LK-7215075	Wijayarajapura	Wijayaraja Pura	GND	294	8	0	0	0	0	0	0	0	0
LK-7215080	Palugasdamana 03 Ela	Palugasdamana 03 Ela	GND	270	27	0	0	0	0	0	0	0	0
LK-7215085	Palugasdamana 02 Ela	Palugasdamana 02 Ela	GND	427	31	0	0	0	0	0	0	0	0
LK-7215090	Palugasdamana 01 Ela	Palugasdamana 01 Ela	GND	209	28	0	0	0	0	0	0	0	0
LK-7215095	Palugasdamana South	Palugasdamana South	GND	320	27	3	1	0	0	0	0	0	0
LK-7215100	Palugasdamana North	Palugasdamana North	GND	251	33	0	0	0	0	0	0	0	0
LK-7215105	Nishshankamallapura	Nishshankamallapura	GND	667	35	0	0	0	0	0	0	0	0
LK-7215110	Ethumalpitiya	Ethumalpitiya	GND	528	37	2	0	0	0	0	0	0	0
LK-7215115	Nikawewa	Nikawewa	GND	326	26	0	0	1	0	0	0	0	0
LK-7215120	Kadawalawewa	Kadawala Wewa	GND	394	29	0	1	1	0	0	0	0	0
LK-7215125	Samudragama	Samudragama	GND	415	49	0	0	0	0	0	0	0	0
LK-7215130	Sirisangabo Pedesa	Sirisangabo Pedesa	GND	720	85	4	0	0	0	0	0	0	0
LK-7215135	Bendiwewa	Bendiwewa	GND	288	37	1	1	2	0	0	0	0	0
LK-7215140	Galthambarawa	Galthambarawa	GND	220	41	2	0	0	0	0	0	0	0
LK-7215145	Kuruppu Junction	Kuruppu Junction	GND	243	52	0	2	0	0	0	0	0	0
LK-7215150	Mahasen Pedesa	Mahasen Pedesa	GND	267	112	11	1	0	0	0	0	0	0
LK-7215155	Kaduruwela West	Kaduruwela West	GND	204	90	18	0	5	0	0	0	0	0
LK-7215160	Kaduruwela East	Kaduruwela East	GND	390	48	2	6	2	3	0	0	0	0
LK-7215165	Divulana	Divulana	GND	316	24	0	0	0	2	0	0	0	0
LK-7215170	Gallalla East	Gallella	GND	589	59	3	0	1	2	0	0	0	0
LK-7215175	Manikkampattiya	Manikkampattiya	GND	563	47	0	0	0	0	0	0	0	0
LK-7215180	Gallella West	Gallella West	GND	415	16	2	1	3	0	0	0	0	0
LK-7215185	Nelumvila	Nelumvila	GND	456	48	1	0	0	0	0	0	0	0
LK-7215190	Kaduruwela South	Kaduruwela South	GND	1348	113	9	4	3	0	0	0	0	0
LK-7215195	Perakum Pedesa	Perakum Pedesa	GND	396	93	3	9	3	1	0	0	0	0
LK-7215200	Weera Pedesa	Weera Pedesa	GND	662	79	3	0	0	0	0	0	0	0
LK-7215205	Pulathisi Pedesa	Pulathisi Pedesa	GND	453	80	2	0	0	0	0	0	0	0
LK-7215210	Polonnaruwa Town	Polonnaruwa Town	GND	505	185	10	20	12	0	0	0	0	0
