region_id	region_name	region_name_in_data	region_ent_type	protected_well	semi_protected_well	unprotected_well	tube_well	spring_fountain	pipe_borne_nwsdb	pipe_borne_local_authority	pipe_borne_community	pipe_borne_private	tank_river_stream	rain_water	bottled_water	filter_ro	bowser	other
LK-6209025	Saliyawewa C	Saliyawewa - C	gnd	0	3	1	0	0	0	0	248	0	0	0	0	1	0	0
LK-6209030	Saliyawewa B	Saliyawewa - B	gnd	7	1	0	0	0	0	1	188	0	0	0	0	0	0	0
LK-6209035	Palugassegama	Palugassegama	gnd	4	1	0	0	0	0	0	288	2	0	0	1	102	0	0
LK-6209040	Ihala Puliyankulama	Ihala Puliyankulama	gnd	1	1	1	0	0	1	2	100	0	0	0	0	110	0	0
LK-6209045	Thambapanniya	Thambapanniya	gnd	4	5	0	1	0	1	0	1	0	0	17	1	212	12	0
LK-6209050	Medagama	Medagama	gnd	0	0	0	0	0	11	0	120	0	0	4	34	69	0	0
LK-6209055	Aluthgama	Aluthgama	gnd	30	4	0	0	0	302	3	131	0	1	0	0	52	0	0
LK-6209060	Weerapura	Weerapura	gnd	44	21	10	4	0	1	63	277	42	0	0	0	58	0	0
LK-6209065	Dangaswewa	Dangaswewa	gnd	33	0	0	0	0	6	53	98	1	0	0	0	49	0	0
LK-6209070	Ipalogama	Ipalogama	gnd	6	7	0	0	0	1	8	161	0	0	3	0	66	0	0
LK-6209075	Kumbukwewa	Kumbukwewa	gnd	1	0	0	3	0	13	164	10	0	0	5	0	66	0	0
LK-6209080	Rambawewa	Rambawewa	gnd	13	1	2	6	1	0	26	102	1	0	14	0	94	0	0
LK-6209085	Pahariya	Pahariya	gnd	43	1	0	0	0	0	2	54	1	1	30	0	89	0	0
LK-6209090	Murukkuwatawana	Murukkuwatawana	gnd	1	0	0	0	0	0	0	0	2	1	19	0	194	6	0
LK-6209095	Thabbowa South	Thabbowa South	gnd	45	0	3	22	0	101	0	121	75	0	19	0	147	0	0
LK-6209100	Thabbowa North	Thabbowa North	gnd	2	0	0	0	0	0	0	0	0	0	9	0	153	0	0
LK-6209105	Thewanuwara	Thewanuwara	gnd	12	0	1	16	0	0	11	3	0	0	44	0	172	38	0
LK-6209110	Pawattamaduwa	Pawattamaduwa	gnd	1	0	0	0	1	3	5	104	108	0	17	1	2	0	0
LK-6209115	Karuwalagaswewa	Karuwalagaswewa	gnd	41	5	1	10	0	0	1	6	0	0	33	55	192	93	0
LK-6209120	Kuda Medawachchiya	Kuda Medawachchiya	gnd	0	0	0	0	0	0	0	0	0	0	5	68	69	3	0
LK-6209125	Paleegama	Paleegama	gnd	0	2	0	2	0	0	0	1	0	0	32	0	332	0	0
LK-6209130	Egodapitiya	Egodapitiya	gnd	2	2	0	6	0	0	0	0	0	0	3	0	260	1	0
LK-6212005	Mahameddewa	Mahameddewa	gnd	47	3	0	8	0	1	0	4	0	0	36	1	287	5	0
LK-6212010	Moragahawewa	Moragahawewa	gnd	10	0	0	0	0	0	0	1	1	0	2	0	186	0	0
LK-6212015	Maha Andarawewa	Maha Andarawewa	gnd	7	0	1	4	0	0	0	5	0	0	2	0	201	0	0
LK-6212020	Kirimetiyawa	Kirimetiyawa	gnd	47	0	0	55	0	0	1	138	0	0	2	0	214	0	0
LK-6212025	Miyellewa	Miyellewa	gnd	7	1	2	8	0	0	0	9	0	0	2	0	370	0	0
LK-6212030	Thammennawetiya	Thammennawetiya	gnd	9	1	0	8	0	0	0	8	1	0	2	0	223	0	0
LK-6212035	Samurdhigama	Samurdhigama	gnd	0	0	0	1	0	0	0	13	0	0	0	0	193	0	0
LK-6212040	Amunuwewa	Amunuwewa	gnd	0	0	0	1	0	0	0	0	0	0	8	0	115	0	0
LK-6212045	Kuruluwewa	Kuruluwewa	gnd	5	0	0	25	0	0	0	3	0	0	1	0	197	0	0
LK-6212050	Tharanagahawewa	Tharanagahawewa	gnd	2	0	0	0	0	0	0	18	0	0	0	0	161	0	0
LK-6212055	Kelewewa	Kelewewa	gnd	2	1	0	0	0	0	0	3	0	0	0	0	195	0	0
LK-6212060	Welewewa North	Welewewa North	gnd	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0
LK-6212065	Mullegama	Mullegama	gnd	69	4	0	51	0	0	0	4	0	0	0	0	215	0	0
LK-6212070	Welewewa South	Welewewa South	gnd	0	1	0	0	0	0	0	2	0	0	0	0	292	0	0
LK-6212075	Gedarawewa	Gedarawewa	gnd	0	0	2	13	0	0	0	0	0	2	0	0	138	0	0
LK-6212080	Rambakanayagama	Rambakanayagama	gnd	13	0	0	19	0	0	0	1	1	0	13	0	313	0	0
LK-6212085	Inginimitiya East	Inginimitiya East	gnd	17	2	2	7	0	0	1	305	0	0	1	0	0	0	0
LK-6212090	Inginimitiya West	Inginimitiya West	gnd	33	1	0	2	0	22	0	133	1	0	0	0	172	1	0
LK-6212095	Konkadawala	Konkadawala	gnd	1	0	0	11	0	0	0	4	0	0	1	0	290	0	0
LK-6215005	Manalthivu	Manalthivu	gnd	19	61	4	88	1	1236	2	2	2	0	0	9	155	458	9
LK-6215010	Sirambiadiya	Sirambiadiya	gnd	2	0	0	22	0	2	0	2	1	0	0	0	723	2	0
LK-6215015	Sella Kandal	Sella Kandal	gnd	11	0	1	3	0	0	0	0	0	0	2	146	0	129	0
LK-6215020	Nelumwewa	Nelumwewa	gnd	1	6	2	1	0	13	0	2	0	0	10	0	181	176	0
LK-6215025	Marikkar Street	Marikkar Street	gnd	11	20	3	36	0	451	2	0	0	1	0	122	84	156	0
LK-6215030	Mullipuram	Mullipuram	gnd	47	45	1	5	0	1055	1	0	0	0	0	67	45	5	2
LK-6215035	Pudukudirippuwa	Pudukudirippuwa	gnd	224	14	0	14	1	1152	4	1	8	0	1	46	21	82	0
LK-6215040	Puttalam East	Puttalam East	gnd	73	21	0	47	7	2031	42	2	1	18	0	103	1275	445	4
LK-6215045	Senakudirippuwa	Senakudirippuwa	gnd	2	7	3	9	0	455	0	0	2	0	0	159	870	43	1
LK-6215050	Thiladiya	Thiladiya	gnd	38	10	1	24	1	754	14	0	10	2	1	130	1157	708	0
LK-6215055	Puttalam South	Puttalam South	gnd	0	3	0	0	0	126	0	0	2	0	2	125	402	196	0
LK-6215060	Parana Jumma Palli	Parana Jumma Palli	gnd	55	3	0	0	1	263	2	0	0	0	0	6	32	10	0
LK-6215065	Puttalam North	Puttalam North	gnd	14	0	0	1	0	248	1	1	6	0	0	15	2	140	0
LK-6215070	Periyapalli Kudiyiruppuwa	Periyapalli Kudiyiruppuwa	gnd	66	0	0	19	0	41	0	0	0	0	0	4	3	0	0
LK-6215075	Rathmalyaya	Rathmalyaya	gnd	72	32	30	150	3	546	494	54	202	8	6	137	175	71	2
LK-6215080	Thammennagama	Thammannagama	gnd	5	1	0	73	1	6	0	10	233	0	0	1	0	0	0
LK-6215085	Kaladiya	Kaladiya	gnd	12	3	3	84	0	12	0	0	184	0	24	0	212	1	0
LK-6215090	Bodhirajapura	Bodhirajapura	gnd	11	3	0	3	0	10	0	0	0	0	10	1	230	0	0
LK-6215095	Attavilluwa	Attavilluwa	gnd	1	0	0	4	0	0	0	0	0	0	3	198	1	111	0
LK-6215100	Palaviya	Palaviya	gnd	14	6	0	7	1	132	47	15	2	0	0	24	580	247	0
LK-6215105	Pottuvilluwa	Pottuvilluwa	gnd	21	1	1	245	1	121	1	36	60	0	1	44	512	491	1
LK-6215110	Attavilluwa Central	Attavilluwa Central	gnd	96	0	6	24	0	0	0	4	146	0	15	14	171	132	0
LK-6218005	Puludiviyal	Puludiviyal	gnd	27	2	1	45	0	1	2	8	445	0	0	14	275	89	0
LK-6218010	Viruthodai	Viruthodai	gnd	33	1	0	5	1	2	0	1	3	0	0	274	238	406	1
LK-6218015	Weerapura	Weerapura	gnd	4	10	2	281	0	101	0	41	0	0	2	1	588	180	0
LK-6218020	Welusumanapura	Welusumanapura	gnd	44	0	0	0	0	50	0	1	1	0	0	1	671	0	0
LK-6218025	Madurankuliya	Madurankuliya	gnd	6	2	0	2	0	25	1	6	75	1	1	5	703	106	0
LK-6218030	Kanamulla North	Kanamulla North	gnd	5	0	0	19	0	0	0	8	180	0	0	2	316	6	0
LK-6218035	Kadayamotte	Kadayamotte	gnd	4	0	0	178	0	0	0	0	0	0	0	3	333	44	0
LK-6218040	Nallandaluwa	Nallandaluwa	gnd	0	0	0	5	0	0	0	0	231	0	0	0	251	1	0
LK-6218045	Palasola	Palasola	gnd	5	0	0	17	0	5	0	9	198	0	0	0	510	2	0
LK-6218050	Mukkuthoduwawa	Mukkuthoduwawa	gnd	3	23	0	120	0	0	0	54	1	0	2	239	588	1	0
LK-6218055	Kandathoduwawa	Kandathoduwawa	gnd	0	21	0	163	0	0	0	0	0	0	0	1	272	1	0
LK-6218060	Kanamulla South	Kanamulla South	gnd	0	0	0	0	0	0	0	1	1	0	0	0	460	3	0
LK-6218065	Pubudugama	Pubudugama	gnd	2	1	0	0	0	1	0	0	2	0	1	4	53	307	0
LK-6218070	Sameeragama	Sameeragama	gnd	13	0	0	17	0	137	1	0	12	0	0	0	202	2	0
LK-6218075	Palliwasalpaduwa	Palliwasalpaduwa	gnd	69	69	13	125	0	0	3	104	10	0	0	2	211	1	0
LK-6218080	Perukkuvattan	Perukkuwattan	gnd	8	1	0	114	0	77	1	12	7	0	0	0	267	20	0
LK-6218085	Kottanthievu	Kottanthievu	gnd	1	0	0	20	0	168	1	6	87	0	0	0	339	1	0
LK-6218090	Mangalaeliya	Mangalaeliya	gnd	7	0	0	12	0	2	0	56	9	0	0	5	314	19	0
LK-6218095	Nawadankulama	Nawadankulama	gnd	1	2	0	54	0	0	0	0	0	0	1	0	170	19	0
LK-6218100	Mundalama	Mundalama	gnd	6	0	0	2	0	1	0	0	0	0	0	2	164	124	0
LK-6218105	Kudirippuwa	Kudirippuwa	gnd	2	1	0	0	0	1	1	0	0	0	0	7	103	214	0
LK-6218110	Kattakaduwa	Kattakaduwa	gnd	73	8	1	206	0	2	3	142	99	0	0	1	100	22	0
LK-6218115	Sinnapaduwa	Sinnapaduwa	gnd	206	0	0	110	0	0	0	1	3	0	0	64	74	12	0
LK-6218120	Poonapitiya	Poonapitiya	gnd	9	0	0	109	0	0	0	0	0	0	0	2	61	290	0
LK-6218125	Andimunai	Andimunai	gnd	0	0	0	4	0	0	0	0	0	0	1	1	15	672	0
LK-6218130	Udappuwa	Udappuwa	gnd	16	0	0	17	0	97	0	0	0	0	0	0	1	148	0
LK-6218135	Udappuwa	Udappuwa	gnd	0	0	0	1	0	2	0	0	1	0	0	0	0	759	0
LK-6218140	Pulichchakulama	Pulichchakulama	gnd	10	0	0	19	0	3	0	0	11	1	1	6	456	822	0
LK-6218145	Karathanvilluwa	Karathanvilluwa	gnd	45	0	0	19	0	4	1	2	0	0	0	0	194	245	0
LK-6218150	Tharakudivilluwa	Tharakudivilluwa	gnd	106	26	36	76	0	1	0	20	132	0	0	1	370	7	0
LK-6218155	Angunavila	Angunavila	gnd	13	0	0	3	0	39	0	98	32	0	0	0	121	0	0
LK-6221005	Kivula No. 4-2	Kivula No. 4-2	gnd	5	49	5	31	0	0	0	0	0	0	10	0	186	0	0
LK-6221010	Dangahawala	Dangahawala	gnd	32	0	0	38	0	0	0	1	0	0	1	0	180	0	0
LK-6221015	Kivula No. 4-1	Kivula No. 4-1	gnd	9	2	0	0	0	0	0	0	1	0	0	0	320	1	0
LK-6221020	Kivula Youth Project	Kivula Youth Project	gnd	80	2	1	20	0	0	0	6	183	0	2	1	174	0	0
LK-6221025	Kivula No. 1	Kivula No. 1	gnd	0	134	1	2	0	0	0	8	0	0	0	0	172	0	0
LK-6221030	Kivulagoda Govi Janapadaya	Kivulagoda Govi Janapadaya	gnd	79	0	0	10	0	0	0	0	0	0	0	1	90	0	0
LK-6221035	Rathmalgaswewa	Rathmalgaswewa	gnd	3	2	0	2	0	0	0	0	0	0	4	0	201	0	0
LK-6221040	Dangaswewa	Dangaswewa	gnd	113	1	0	0	0	0	0	1	0	0	1	4	97	39	0
LK-6221045	Kawayankulama	Kawayankulama	gnd	1	0	0	1	0	0	0	0	0	0	0	0	201	0	0
LK-6221050	Jayarajapura	Jayarajapura	gnd	0	0	0	0	0	0	0	0	0	0	1	0	169	0	0
LK-6221055	Karuwalabedda	Karuwalabedda	gnd	0	2	0	15	0	0	0	0	0	0	1	1	4	200	0
LK-6221060	Maha Kumbukkadawala	Maha Kumbukkadawala	gnd	0	0	0	0	0	0	0	3	222	0	0	0	2	2	0
LK-6221065	Sembukuliya	Sembukuliya	gnd	1	0	0	5	0	0	0	0	0	0	0	0	136	1	0
LK-6221070	Walpaluwa	Walpaluwa	gnd	141	0	0	44	0	0	0	7	0	0	4	0	61	75	0
LK-6221075	Kakupandiyawa	Kakupandiyawa	gnd	123	0	1	23	0	0	0	2	0	0	11	0	80	0	0
LK-6221080	Punavitiya	Punavitiya	gnd	60	0	0	34	0	0	0	0	0	0	3	0	117	0	0
LK-6221085	Garayakgama	Garayakgama	gnd	3	2	1	0	0	0	0	3	0	0	3	0	311	6	0
LK-6221090	Daluwegama	Daluwegama	gnd	7	2	0	3	0	0	0	14	0	0	22	0	157	1	0
LK-6221095	Mohoriya	Mohoriya	gnd	35	1	1	43	0	0	0	37	2	0	2	0	2	209	0
LK-6221100	Baranankattuwa	Baranankattuwa	gnd	13	0	0	31	0	0	0	0	1	0	1	0	261	1	0
LK-6221105	Karungalichole	Karungalichole	gnd	4	0	0	1	0	0	0	0	1	0	2	0	226	0	0
LK-6221110	Mahasembukuliya	Mahasembukuliya	gnd	1	11	0	6	0	0	0	0	283	0	1	1	5	0	0
LK-6221115	Galkuliya West	Galkuliya West	gnd	35	0	0	12	0	0	0	0	1	0	2	1	28	123	0
LK-6221120	Galkuliya East	Galkuliya East	gnd	15	0	0	103	0	1	0	0	0	0	1	4	119	21	0
LK-6221125	Andigama	Adigama	gnd	4	0	0	1	0	1	0	80	1	1	9	1	171	133	0
LK-6224005	Kottukachchiya Colony 2	Kottukachchiya Colony 2	gnd	30	3	0	15	0	0	0	4	0	0	6	170	235	0	0
LK-6224010	Kottukachchiya Colony 1	Kottukachchiya Colony 1	gnd	4	10	0	1	0	1	0	2	4	0	2	0	234	6	0
LK-6224015	Mellankulama	Mellankulama	gnd	10	9	7	7	0	2	0	7	2	0	8	0	157	128	0
LK-6224020	Kottukachchiya	Kottukachchiya	gnd	20	4	0	28	0	3	1	46	1	0	0	2	359	1	0
LK-6224025	Paliyagama	Paliyagama	gnd	78	1	3	17	0	0	0	0	0	0	0	0	248	0	0
LK-6224030	Uriyawa	Uriyawa	gnd	37	1	1	15	0	3	0	6	6	0	8	0	363	1	0
LK-6224035	Koilandigama	Koiladigama	gnd	6	0	0	0	0	0	0	3	1	0	0	2	362	21	0
LK-6224040	07 Gammanaya	07 Gammanaya	gnd	8	2	0	4	0	0	0	225	1	0	0	0	0	0	0
LK-6224045	Maha Uswewa South	Maha Uswewa South	gnd	119	1	6	3	0	0	0	49	0	0	0	0	148	0	0
LK-6224050	Maha Uswewa North	Maha Uswewa North	gnd	99	0	1	22	0	0	0	43	1	5	0	0	220	0	0
LK-6224055	Alankulama	Alankulama	gnd	139	3	2	21	0	0	0	68	2	0	0	3	220	0	0
LK-6224060	Merungoda	Merungoda	gnd	9	0	0	3	0	0	0	127	0	0	0	0	258	0	0
LK-6224065	Labugala	Labugala	gnd	16	7	1	3	0	0	0	9	0	0	3	0	235	0	0
LK-6224070	Karambewa	Karambewa	gnd	61	0	0	0	0	0	0	5	2	0	0	0	72	0	0
LK-6224075	Thalgaswewa	Thalgaswewa	gnd	29	1	0	0	0	0	0	3	1	1	1	0	147	0	0
LK-6224080	Periyakulama	Periyakulama	gnd	43	1	0	7	0	0	0	1	0	0	69	2	306	0	0
LK-6224085	Paramakandagama	Paramakandagama	gnd	246	0	0	15	0	3	0	0	0	1	2	0	63	0	0
LK-6224090	Thonigala	Thonigala	gnd	53	3	0	9	0	5	1	109	0	0	1	1	272	1	0
LK-6224095	Wadatta	Wadatta	gnd	114	4	2	30	0	2	0	46	8	0	0	0	144	0	0
LK-6224100	Viharagama	Viharagama	gnd	5	0	0	5	0	5	1	75	0	0	1	81	59	0	0
LK-6224105	Siyambalagashena	Siyabalagashena	gnd	79	0	1	88	0	0	0	5	0	0	14	7	210	0	0
LK-6224110	Thattewa	Thattewa	gnd	87	1	0	19	0	3	0	3	0	0	13	0	282	0	0
LK-6224115	Thammennagama	Thanmmennagama	gnd	50	0	1	49	0	45	0	18	19	0	0	78	363	1	0
LK-6224120	Bammannegama	Bammannegama	gnd	24	3	1	9	0	0	1	23	0	0	13	111	210	1	0
LK-6224125	Kothalakemiyawa	Kothalakemiyawa	gnd	8	0	0	10	0	1	0	10	1	0	2	2	230	0	0
LK-6224130	Gallewa	Gallewa	gnd	33	0	4	5	0	0	0	8	5	0	8	0	113	0	0
LK-6224135	Thalakolawewa	Thalakolawewa	gnd	37	0	0	2	0	0	0	7	0	0	0	2	413	0	0
LK-6224140	Anamaduwa	Anamaduwa	gnd	37	1	0	4	0	15	0	2	0	0	2	0	387	0	0
LK-6224145	Peramakuttuwa	Peramakuttuwa	gnd	35	1	1	58	0	11	0	2	0	0	2	190	177	0	0
LK-6224150	Divulwewa	Divulwewa	gnd	84	9	1	67	0	1	0	113	8	0	2	0	59	0	0
LK-6224155	Wadigamangawa	Wadigamangawa	gnd	21	9	0	19	0	2	0	22	0	0	0	0	318	0	0
LK-6224160	Dharmapalaya	Dharmapalaya	gnd	12	0	2	4	0	0	0	8	3	2	10	0	352	0	0
LK-6224165	Uppalawatta	Uppalawatta	gnd	26	0	0	11	0	0	0	17	18	0	1	0	274	2	0
LK-6224170	Sangattikulama	Sangattikulama	gnd	65	0	0	24	0	0	0	7	1	0	4	6	294	18	0
LK-6224175	Mudalakkuliya	Mudalakkuliya	gnd	58	0	0	25	0	6	0	5	10	0	2	12	381	5	0
LK-6227005	Dewala Handiya	Dewala Handiya	gnd	90	0	2	71	0	0	1	219	204	0	2	0	2	0	0
LK-6227010	Wilpatha East	Wilpatha East	gnd	72	0	1	38	0	3	1	372	21	0	0	0	1	0	0
LK-6227015	Siyambalagaswewa	Siyabalagaswewa	gnd	127	5	1	57	0	0	0	5	0	0	3	0	96	1	0
LK-6227020	Nagavila	Nagavila	gnd	75	5	5	28	0	0	0	3	2	1	1	16	210	13	0
LK-6227025	Periyamaduwa	Periyamaduwa	gnd	150	1	0	6	0	2	0	0	2	0	0	42	183	1	0
LK-6227030	Kammanadaluwa	Kammandaluwa	gnd	130	59	2	8	0	0	0	1	2	0	5	2	195	148	0
LK-6227035	Wilpatha West	Wilpatha West	gnd	122	1	0	61	1	0	0	167	3	0	0	6	130	0	0
LK-6227040	Thamarakkulama	Thamarakkulama	gnd	43	0	0	10	0	0	0	4	0	0	2	0	432	0	0
LK-6227045	Serukele	Serukele	gnd	20	0	0	2	0	3	0	13	3	0	0	0	230	0	0
LK-6227050	Katupotha	Katupotha	gnd	154	5	3	64	0	3	1	144	12	0	0	3	14	13	0
LK-6227055	Madawakkulama	Madawakkulama	gnd	47	21	0	49	0	1	0	13	136	0	0	31	83	175	0
LK-6227060	Wetiya	Wetiya	gnd	143	1	0	11	0	0	0	20	80	0	3	146	179	94	0
LK-6227065	Nandimithrapura	Nandimithtrapura	gnd	101	71	5	61	0	4	1	206	2	0	0	53	329	1	0
LK-6227070	Wendakaduwa	Wendakaduwa	gnd	79	3	0	3	0	0	0	67	2	0	0	1	142	0	0
LK-6227075	Pallama	Pallama	gnd	57	19	5	107	0	0	0	196	0	0	1	0	193	0	0
LK-6227080	Wathupola	Wathupola	gnd	120	0	0	77	0	0	0	63	0	0	0	0	59	0	0
LK-6227085	Puliyankulama	Puliyankulama	gnd	11	0	1	20	0	0	0	37	0	0	0	0	200	0	0
LK-6227090	Thammana	Thammana	gnd	49	15	2	24	0	0	0	141	3	0	0	1	169	0	0
LK-6230005	Battaluoya	Battuluoya	gnd	0	0	1	106	1	0	7	0	0	0	2	270	6	0	0
LK-6230010	Mahamaeliya	Mahamaeliya	gnd	21	1	0	50	0	0	0	0	0	0	0	0	235	0	0
LK-6230015	Buruthakele	Buruthakele	gnd	62	0	0	55	0	1	16	5	170	0	0	0	152	0	0
LK-6230020	Wijayakatupatha Elen Megoda	Wijayakatupatha Elen Megoda	gnd	94	10	0	202	0	1	0	21	11	0	0	10	355	1	0
LK-6230025	Pahala Attanganaya	Pahala Attanganaya	gnd	3	0	0	4	0	0	0	0	197	0	0	0	1	0	0
LK-6230030	Wijayakatupatha Elen Egoda	Wijayakatupatha Elen Egoda	gnd	41	0	0	24	0	0	0	0	0	0	0	1	104	13	0
LK-6230035	Anavilundawa	Anavilundawa	gnd	0	0	0	0	0	0	0	130	1	0	0	1	126	0	0
LK-6230040	Suruvila	Suruvila	gnd	0	0	0	1	0	0	0	0	0	0	0	0	237	0	0
LK-6230045	Ilakkattuwa	Ilakkattuwa	gnd	52	0	0	19	0	1	0	9	57	0	0	123	272	61	0
LK-6230050	Pankulawa	Pankulawa	gnd	8	0	0	5	0	0	0	0	0	0	0	65	162	0	0
LK-6230055	Ihala Attanganaya	Ihala Attanganaya	gnd	103	0	1	10	0	0	0	0	0	0	0	0	136	0	0
LK-6230060	Ambakele	Ambakele	gnd	89	2	1	20	0	0	0	0	0	0	1	49	47	0	0
LK-6230065	Welipelessa	Welipelessa	gnd	15	1	0	12	0	0	0	62	0	0	1	13	225	0	0
LK-6230070	Nalladarankattuwa	Nalladarankattuwa	gnd	31	0	0	4	0	0	0	5	0	0	0	79	92	0	0
LK-6230075	Karukupane	Karukupane	gnd	0	4	0	1	0	77	0	0	1	1	0	1	471	132	0
LK-6230080	Wairankattuwa	Wairankattuwa	gnd	0	1	0	7	0	4	1	201	1	0	0	37	48	0	0
LK-6230085	Sengaloya	Sengaloya	gnd	12	0	0	0	0	0	0	67	0	0	1	293	23	6	0
LK-6230090	Arachchikattuwa West	Arachchikattuwa West	gnd	5	1	0	4	0	0	1	247	0	0	0	186	27	1	0
LK-6230095	Arachchikattuwa East	Arachchikattuwa East	gnd	8	0	0	12	0	0	5	34	8	0	0	25	205	0	0
LK-6230100	Bandarahena	Bandarahena	gnd	6	1	0	26	0	1	0	317	6	0	0	146	38	0	0
LK-6230105	Adippala	Adippala	gnd	25	0	1	2	0	1	0	29	0	0	0	66	122	0	0
LK-6230110	Andanan Kattuwa	Andanan Kattuwa	gnd	13	2	0	42	0	0	0	0	1	0	0	5	140	1	0
LK-6230115	Kumarakattuwa	Kumarakattuwa	gnd	105	11	0	45	0	1	0	37	0	0	0	56	165	11	0
LK-6230120	Elivitiya	Elivitiya	gnd	37	4	0	124	0	0	0	5	0	0	1	85	231	3	0
LK-6230125	Diganwewa	Diganwewa	gnd	6	1	0	51	0	17	0	0	0	0	0	7	197	78	0
LK-6230130	Rajakadaluwa	Rajakadaluwa	gnd	9	0	0	33	0	5	36	241	1	0	1	122	195	0	0
LK-6230135	Kusala	Kusala	gnd	0	0	0	0	0	0	4	58	0	0	0	196	1	0	0
LK-6230140	Kottapitiya	Kottapitiya	gnd	2	3	0	31	0	16	0	16	0	0	2	93	219	0	0
LK-6230145	Bangadeniya	Bangadeniya	gnd	1	0	0	15	0	29	0	0	0	0	0	63	230	20	0
LK-6230150	Weerakumandaluwa	Weerakumandaluwa	gnd	5	3	5	352	0	27	0	0	0	0	0	4	382	18	0
LK-6230155	Karukkuliya	Karukkuliya	gnd	7	8	0	38	0	11	0	29	0	0	0	56	169	34	0
LK-6230160	Mukkandaluwa	Mukkandaluwa	gnd	7	1	0	136	0	49	0	1	0	0	0	16	281	72	0
LK-6230165	Dematapitiya	Dematapitiya	gnd	62	2	1	89	0	0	0	96	1	0	0	16	77	0	0
LK-6233005	Kurusapaduwa	Kurusapaduwa	gnd	0	2	0	4	0	109	5	0	0	0	0	0	0	213	0
LK-6233010	Deduruoya	Deduruoya	gnd	7	2	0	1	0	242	0	0	1	0	0	4	138	466	0
LK-6233015	Manuwangama West	Manuwangama West	gnd	2	0	0	4	0	6	0	0	0	0	0	1	237	0	0
LK-6233020	Manuwangama East	Manuwangama East	gnd	3	0	0	14	0	0	0	3	2	0	0	0	127	0	0
LK-6233025	Nariyagama North	Nariyagama North	gnd	2	0	0	0	0	0	0	0	2	0	0	0	209	0	0
LK-6233030	Parappanmulla	Parappanmulla	gnd	22	2	0	10	0	62	0	0	0	0	0	0	167	0	0
LK-6233035	Weerapandiyana	Weerapandiyana	gnd	9	0	0	103	0	16	0	0	11	0	0	0	55	46	0
LK-6233040	Maha Vilattawa	Maha Vilattawa	gnd	4	0	0	5	0	21	0	4	0	0	0	0	118	107	0
LK-6233045	Kanattawa	Kanattawa	gnd	21	1	0	1	0	17	2	19	0	0	0	3	61	66	0
LK-6233050	Nariyagama South	Nariyagama South	gnd	16	0	0	0	0	1	0	8	0	0	0	1	98	54	0
LK-6233055	Urudayandaluwa	Urudayandaluwa	gnd	2	2	0	3	0	16	0	0	0	0	0	1	0	116	0
LK-6233060	Thissogama	Thissogama	gnd	2	0	1	1	0	7	0	0	0	0	0	1	235	70	0
LK-6233065	Thimbilla	Thimbilla	gnd	1	4	0	4	0	62	2	6	3	0	0	1	519	76	0
LK-6233070	Wattakkaliya	Wattakkaliya	gnd	3	0	0	0	1	393	1	3	2	1	1	5	569	0	0
LK-6233075	Weralabada South	Weralabada South	gnd	2	6	1	57	0	11	0	0	0	0	1	0	21	443	0
LK-6233080	Weralabada North	Weralabada North	gnd	0	0	0	19	0	26	0	0	0	0	1	12	3	204	0
LK-6233085	Egodawatta	Egodawatta	gnd	1	0	0	4	0	38	0	0	1	0	0	0	8	197	0
LK-6233090	Aluthwatta	Aluthwatta	gnd	5	1	1	3	0	141	0	0	0	0	0	57	36	183	0
LK-6233095	Aluthwatta	Aluthwatta	gnd	5	2	0	16	0	111	0	0	0	0	0	7	8	170	0
LK-6233100	Ichchampitiya	Ichchampitiya	gnd	6	0	0	8	0	176	5	0	1	0	0	47	542	148	0
LK-6233105	Munneshwarama	Munneshwarama	gnd	4	2	0	42	0	170	2	0	0	0	0	14	38	88	0
LK-6233110	Thittakade	Thittakade	gnd	68	7	3	23	0	92	0	6	0	0	0	3	180	210	0
LK-6233115	Mugunuwatawana	Mugunuwatawana	gnd	115	5	0	40	0	15	19	56	2	0	1	54	115	20	0
LK-6233120	Kokkavila	Kokkavila	gnd	100	4	0	41	0	150	7	3	1	0	0	23	108	113	0
LK-6233125	Puliyankadawara	Pulliyankadawara	gnd	68	3	1	10	0	7	0	16	0	0	0	0	191	0	0
LK-6233130	Punchi Vilattawa	Punchi Vilattawa	gnd	27	7	1	12	0	7	0	51	4	1	0	1	151	2	0
LK-6233135	Karavitagara West	Karawitagara West	gnd	49	63	1	48	0	154	0	2	0	0	0	1	12	10	0
LK-6233140	Karavitagara East	Karavitagara East	gnd	327	34	0	14	0	0	0	4	2	0	0	4	0	1	0
LK-6233145	Dambakele	Dambakele	gnd	163	1	1	44	0	0	0	0	0	0	0	0	0	0	0
LK-6233150	Weerakelewatta	Weerakelewatta	gnd	265	15	1	75	0	0	0	0	0	0	0	0	0	1	0
LK-6233155	Karavita	Karavita	gnd	16	0	0	5	0	12	0	0	0	0	0	2	1	144	0
LK-6233160	Mungandaluwa East	Mungandaluwa East	gnd	6	0	0	5	0	1	0	38	0	0	0	0	0	166	0
LK-6233165	Mungandaluwa West	Mungandaluwa West	gnd	4	0	0	9	0	48	0	3	0	0	0	11	6	164	0
LK-6233170	Ilippadeniya	Ilippadeniya	gnd	21	1	0	3	0	58	0	0	0	0	0	1	312	0	0
LK-6233175	Sawarana	Sawarana	gnd	31	0	0	5	0	308	0	0	0	0	0	19	172	82	0
